Party_Name,Total_Tons,Record_Count,Avg_Tons,Min_Tons,Max_Tons,Cumulative_Tons,Cumulative_Pct,Tons_Pct,Similar_Names,Similar_Count
"FREEPOINT COMMODITIES LLC
58 COMMERCE ROAD, STAMFORD, CT 06902",1132416.03,62,18264.774677419355,3142.09,41985.4,151524147.18000004,32.3,0.24,"FREEPOINT COMMODITIES LLC
58 COMMERCE ROAD STAMFORD CT 06902; FREEPOINT COMMODITIES, LLC
58 COMMERCE ROAD, STAMFORD, STAMFORD CT 06902 US; FREEPOINT COMMODITIES LLC
58 COMMERCE ROAD, STAMFORDCT 06902, US, TE203-542-6703; FREEPOINT COMMODITIES LLC
58 COMMERCE RD STAMFORD, CT  06902, OFFICE:  203-542-6774; FREEPOINT COMMODITIES LLC
58 COMMERCE RD, STAMFORD, CT 06902",7
"MONROE ENERGY LLC
4101 POST RD, TRAINER, PA 19061",1112282.0,21,52965.80952380953,17763.0,119647.0,152636429.18000004,32.6,0.24,"MONROE ENERGY LLC
4101 POST ROAD TRAINER PA 19061 610, 364 8000; MONROE ENERGY LLC
4101 POST ROAD, TRAINER, PA 19061; MONROE ENERGY LLC
4101 POST ROAD TRAINER PA 19061; MONROE ENERGY LLC
4101 POST RD, TRAINER PA19061 US; MONROE ENERGY LLC
4101 POST ROAD, TRAINER, PA 19061, TEL: 610-364-8000",24
"VALERO MARKETING &AMP; SUPPLY
ONE VALERO WAY, SAN ANTONIO, TX 78249",1076254.98,35,30750.142285714286,2527.08,59283.41,153712684.16000003,32.8,0.23,"VALERO MARKETING & SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249   US; VALERO MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TEXAS 78249; VALERO  MARKETING &AMP; SUPPLY CO
ONE VALERO WAY, SAN ANTONIO, TX 78249; VALERO MARKETING & SUP
ONE VALERO WAY, SAN ANTONIO, TX 78249",122
"MONROE ENERGY LLC
4101 POST ROAD TRAINER PA 19061 610, 364 8000",1070012.7,24,44583.862499999996,27660.0,75598.38,154782696.86,33.0,0.23,"MONROE ENERGY LLC
4101 POST RD, TRAINER, PA 19061; MONROE ENERGY LLC
4101 POST ROAD, TRAINER, PA 19061; MONROE ENERGY LLC
4101 POST ROAD TRAINER PA 19061; MONROE ENERGY LLC
4101 POST RD, TRAINER PA19061 US; MONROE ENERGY LLC
4101 POST ROAD, TRAINER, PA 19061, TEL: 610-364-8000",24
"CHEVRON PROD CO MAN &AMP; SUPPLY
PASCAGOULA REF POBOX 1300, 250 INDUSTRIAL RD, PASCAGOULA, MS 39581",1018747.5399999999,16,63671.721249999995,13865.12,77779.55,155801444.4,33.3,0.22,,0
"CARVER SAND & GRAVEL SE, LLC
1400 PIERSIDE STREET, BUILDING 190, SUITE D, CHARLESTON SC US",1018565.11,23,44285.43956521739,41614.27,47302.96,156820009.51000002,33.5,0.22,,0
"CHEVRON PROD CO MAN &AMP; SUPPLY
PASCAGOULA REF POBOX 1300, 250 INDUSTRIAL RD, PASCAGOULA MS 39581",1000308.13,15,66687.20866666667,50753.44,77316.51,157820317.64000002,33.7,0.21,,0
"MITSUI & CO, USA INC.
200 Park Avenue, New York, New York, 10166, United States",999290.0,2,499645.0,499645.0,499645.0,158819607.64000002,33.9,0.21,,0
"EXXONMOBIL CHEMICAL COMPANY
C/O IMTT BAYONNE, 250 EAST 22ND ST, BAYONNE NJ 07002, DENISE BASELICE / 201-823-5480",998588.04,2,499294.02,499294.02,499294.02,159818195.68,34.1,0.21,,0
"MARATHON PETROLUEM  COMPANY LP
1801 E SEPULVEDA B LVD, CARSON, CA 90745, CARSON REFINERY",961010.01,10,96101.001,27185.0,147159.01,160779205.69,34.3,0.21,,0
"PBF HOLDING COMPANY LLC
1 SYLVAN WAY, 2ND FLOOR, PARSIPPANYNJ 07054, TE856+224+6090",956510.41,19,50342.65315789474,19106.0,80511.88,161735716.1,34.5,0.2,,0
"CHEVRON PRODUCTS COMPANY
A DIVISION OF CHEVRON USA INC, 1500 LOUISIANA STREET 5TH FLOOR, HOUSTON TX 77002",944349.11,12,78695.75916666667,53025.0,141627.01,162680065.21,34.7,0.2,,0
"INTEGRITY CUSTOMS BROKERAGE
2900 NORTH LOOP WEST FWY, SUITE 800, HOUSTON TX77092 US",943974.0,21,44951.142857142855,42450.0,46218.0,163624039.21,34.9,0.2,,0
"BDP INTERNATIONAL NV
BRADERIJSTRAAT 11, ANTWERP B-2040, BELGIUM, TEL: 32345789",924876.04,2,462438.02,462438.02,462438.02,164548915.25,35.1,0.2,,0
"VALERO  MARKETING &AMP; SUPPLY
ONE VALERO WAY, SAN ANTONIO, TX 78249",901254.99,19,47434.47315789474,7177.54,78280.22,165450170.24,35.3,0.19,,0
"DELAWARE CITY REFINING COMPANY
4550 WRANGLE RD, DELAWARE CITY, DELAWARE CITY DE 19706 US",898004.0,26,34538.61538461538,7267.0,68212.0,166348174.24,35.5,0.19,,0
"MARATHON PETROLEUM COMPANY LP
1801 E SEPULVEDA BLVD, CARSON, CA 90745-6121",895868.4299999999,13,68912.95615384614,32926.67,134080.88,167244042.67000002,35.7,0.19,,0
"GLACIER NORTHWEST, INC.
5975 EAST MARGINAL WAY, SOUTH, SEATTLE, WA 98134 U.S.A., TEL: 1-626-852-6203",891676.0,32,27864.875,9000.0,32650.0,168135718.67000002,35.9,0.19,,0
"MCINNIS USA INC.
50 OAK AVENUE, BRONXNY 10474, US",880176.63,59,14918.247966101695,2883.32,27694.3,169015895.3,36.1,0.19,,0
"STEEL DYNAMICS COLUMBUS LLC
1945 AIRPORT RD, PO BOX 467, COLUMBUS, MS 39703",878808.0,23,38209.04347826087,4391.0,53091.0,169894703.3,36.3,0.19,,0
"JAIME MADURO
US CUSTOMER BROKER, P.O.BOX 9022947  PHONE 787-707-1863, SAN JUAN, P.R. 00902",867530.0,3,289176.6666666667,72078.0,497440.0,170762233.3,36.4,0.19,,0
"MONROE ENERGY LLC
4101 POST ROAD, TRAINER, PA 19061",864850.31,17,50873.547647058826,5263.3,84382.0,171627083.61,36.6,0.18,,0
"EXXONMOBIL CHEMICAL COMPANY
C/O IMTT BAYONNE, 250 EAST 22ND ST, BAYONNE NJ 07002, ATT: MELINDA ROWAN",856802.0,2,428401.0,397961.0,458841.0,172483885.61,36.8,0.18,,0
"MONROE ENERGY LLC
4101 POST ROAD TRAINER PA 19061",827938.44,16,51746.1525,20274.0,90433.0,173311824.05,37.0,0.18,,0
"EASTERN SALT COMPANY INC.
134 MIDDLE STREET, SUITE 210, LOWELL, MA  01852, ATTN: MS. SHELAGH MAHONEY",826852.0,19,43518.52631578947,7500.0,61787.0,174138676.05,37.2,0.18,,0
"CSC SUGAR LLC
33 RIVERSIDE AVE., WESTPORT, CONNECTICUT 06880",825460.1,6,137576.68333333332,9100.0,410000.0,174964136.15,37.3,0.18,,0
"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR., LITHIA FL33547 US",796922.0,16,49807.625,33812.0,58451.0,175761058.15,37.5,0.17,,0
"GEODIS WILSON USA
75 NORTHFIELD AVE., EDISON, NJ 08837, VERONICA COHEN - 732-623-6621",796296.0,2,398148.0,398148.0,398148.0,176557354.15,37.7,0.17,,0
"PAULSBORO REFINING COMPANY
800 BILLINGSPORT RD, PAULSBORO, NJ, 08066",793184.12,12,66098.67666666667,34102.31,75004.0,177350538.27,37.8,0.17,,0
"DIAMOND GREEN DIESEL LLC
ONE VALERO WAY, SAN ANTONIO TX78249 US",791536.0,150,5276.906666666667,2500.0,12227.0,178142074.27,38.0,0.17,,0
"CHEVRON PRODUCTS CO
A DIVISION OF CHEVRON USA, 1500 LOUISIANA STREET 5TH FLOOR, HOUSTON, TX. 77002",776181.0,13,59706.230769230766,17848.0,104726.0,178918255.27,38.2,0.17,,0
"BAERE LOGISTICS LLC
350 5TH AVENUE, SUITE 6430, NEW YORK, NEW YORK 10118",774838.0,24,32284.916666666668,7651.0,60782.0,179693093.27,38.3,0.17,,0
"VALERO MARKETING AND SUPPLY COMPANY
ONE VALERO WAY, SAN ANTONIO TX 78249 US",756791.0,15,50452.73333333333,4488.0,93450.0,180449884.27,38.5,0.16,,0
"TERNIUM MEXICO S.A DE C.V., C/O
ICF CUSTOMS SERVICES, 8709 KILLAM, INDUSTRIAL BLVD., LAREDO, TX 78045, PHONE +5281 1157 8523",756661.0,16,47291.3125,44299.0,50138.0,181206545.27,38.7,0.16,,0
"AM/NS CALVERT LLC
1 THYSSENKRUPP DRIVE, P.O. BOX 456, CALVERT AL, 36513",724655.0,15,48310.333333333336,48004.0,49022.0,181931200.27,38.8,0.15,,0
"CHEVRON PRODUCTS CO
A DIV OF CHEVRON USA INC, 1500 LOUISIANA ST 5TH FL, HOUSTON, TX 77002",717239.82,12,59769.98499999999,2594.2,75491.39,182648440.09,39.0,0.15,,0
"FERROSOURCE LLC
27 UNION SQ W 300, NEW YORK, NY 10003",708705.01,4,177176.2525,66850.0,292780.0,183357145.1,39.1,0.15,,0
"PMI NORTEAMERICA SA DE CV
777 NORTH ELDRIDGE PKWY, SUITE 800, HOUSTON, TX, US, 77079, TE713-567-018",706256.8,9,78472.97777777778,75049.97,86708.23,184063401.9,39.3,0.15,,0
"FOUR BELLS RESOURCES, INC
7TH FL CAPITAL PLAZA BLDG, SN,, ROBERTO MOTTA A CUIDAD, PANAMA",700320.0,2,350160.0,295780.0,404540.0,184763721.9,39.4,0.15,,0
"PURAGLOBE SYNTAINCIS LLC
4420 PENDOLA POINT ROAD, TAMPA, FL 33619, TEL: 001 813-247-1754 EXT 2302",697746.0,2,348873.0,348873.0,348873.0,185461467.9,39.6,0.15,,0
"PAULSBORO REFINING COMPANY
800 BILLINGS ROAD, PAULSBORO, NJ 08066",690937.1799999999,10,69093.718,62184.72,74402.59,186152405.08,39.7,0.15,,0
"HOUSTON REFINING LP
1221 MCKINNEY PO BOX 3646, HOUSTON, TX 77010",682627.14,9,75847.46,75180.0,76415.35,186835032.22,39.9,0.15,,0
"CIRCON ENVIRONMENTAL
10020 BAYPORT BLVD, PASADENA, TX 77507",681000.0,14,48642.857142857145,25000.0,120000.0,187516032.22,40.0,0.15,,0
"CHEVRON PRODUCTS CO
250 INDUSTRIAL RD, PASCAGOULA, MS 39581",675677.0,10,67567.7,50500.0,81366.0,188191709.22,40.2,0.14,,0
"MONROE ENERGY LLC
4101 POST RD, TRAINER PA19061 US",675208.0,22,30691.272727272728,5556.0,122246.0,188866917.22,40.3,0.14,,0
"CHEVRON PRODUCT SUPPLY &AMP; TRADIN
G   6001 BOLLINGER CANYON RD, SAN RAMON, CA 94583",667761.14,14,47697.224285714285,19311.14,89983.08,189534678.35999998,40.5,0.14,,0
"MONROE ENERGY LLC
4101 POST ROAD, TRAINER, PA 19061, TEL: 610-364-8000",666288.0,23,28969.043478260868,3526.0,96302.0,190200966.35999998,40.6,0.14,,0
"CITGO PETROLEUM CORPORATION
1293 ELDRIDGE PKWY, HOUSTON, TX 77077",663915.46,9,73768.38444444444,40133.92,82828.87,190864881.82,40.7,0.14,,0
"PMI NORTEAMERICA SA DE CV
777 NORTH ELDRIDGE PKWY SUITE 800, HOUSTON, TX 77079",653890.36,8,81736.295,76645.76,85685.01,191518772.18,40.9,0.14,,0
"BAERE LOGISTICS LLC
363 7TH AVENUE FL 22, NEW YORK, NEW YORK 10001",651734.0,18,36207.444444444445,10074.0,62548.0,192170506.18,41.0,0.14,,0
"DIAMOND GREEN DIESEL LLC
ONE VALERO WAY, SAN ANTONIO, TX 78249",645122.52,126,5120.02,2542.0,14681.38,192815628.70000002,41.2,0.14,,0
"CHEVRON PRODUCTS CO
250 INDUSTRIAL RD, PASCAGOULA, MS 39581, BRANDON GRAY 228-938-4834",632277.0,9,70253.0,60185.0,77303.0,193447905.70000002,41.3,0.13,,0
"ARGOS USA LLC
C3015 WINDWARD PLAZA DR, ALPHARETTA, GA. 30005",618978.0,13,47613.692307692305,45000.0,49405.0,194066883.70000002,41.4,0.13,,0
"PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY SUITE 640, LONG BEACH CA 90806 UNITED STATES",610905.02,10,61090.502,4149.0,69505.6,194677788.72000003,41.5,0.13,,0
"PMI NORTHAMERICA SA DE CV
777 NORTH ELDRIDGE PARKWAY, SUITE 800, HOUSTON TX USA 77079",608368.0,8,76046.0,64087.0,84331.0,195286156.72000003,41.7,0.13,,0
"DELAWARE CITY REFINING COMPANY
4550 WRANGLE RD, DELAWARE CITY, DE 19706",584472.84,20,29223.642,6814.7,48745.7,195870629.56000003,41.8,0.12,,0
"EXXON SALES &AMP; SUPPLY LLC
EXXONMOBIL OIL CORP, 22777 SPRINGWOODS VILLAGE PKWY, SPRING, TX 77389",582620.6799999999,21,27743.841904761903,11986.8,52256.54,196453250.24000004,41.9,0.12,,0
"PBF HOLDING CO
DELAWARE CITY REFINING COMPANY, 4550 WRANGLE RD, DELAWARE CITY DE19706 US",574726.0,16,35920.375,2722.0,77456.0,197027976.24000004,42.0,0.12,,0
"IDEMITSU APOLLO CORPORATION
1831 16TH STREET, SACRAMENTO CA95811 US",568213.0,17,33424.294117647056,3640.0,41516.0,197596189.24000004,42.2,0.12,,0
"PAGE & JONES
52 NORTH JACKSON STREET, MOBILEAL 36602, US, TE251-287-8715",561161.16,80,7014.5145,2500.0,24000.54,198157350.40000004,42.3,0.12,,0
"ALCOTRA NORTH AMERICA INC.
2603 AUGUSTA DR, HOUSTON, TX 77057",559116.2,2,279558.1,279558.1,279558.1,198716466.60000002,42.4,0.12,,0
"EXXONMOBIL OIL CORPRATION
22777 SPRINGWOODS VILLAGE PARKWAY, SPRING, TX 77389",554214.0,17,32600.823529411766,13663.0,75585.0,199270680.60000002,42.5,0.12,,0
"CITROSUCO NA INC
5937 HIGHWAY 60 EAST, LAKE WALES, FL, 33853, USA",552458.05,58,9525.13879310345,2865.39,16489.8,199823138.65000004,42.6,0.12,,0
"MARATHON CARSON REFINERY
1801 E. SEPULVEDA BLVD, CARSON CA90745 US",548082.02,2,274041.01,271006.02,277076.0,200371220.67000005,42.8,0.12,,0
"HUNT CRUDE OIL SUPPLY CO LLC
2200 JACK WARNER PKWY STE 400, TUSCALOOSA, AL 35401",546797.74,16,34174.85875,16094.08,66323.95,200918018.41000006,42.9,0.12,,0
"HARTREE PARTNERS LP
1185 AVENUE OF THE AMERICAS, NEW YORK, NY 10036",544901.48,16,34056.3425,14859.87,76231.95,201462919.89000005,43.0,0.12,,0
"MARATHON PETROLEUM COMPANY LP
1801 E SEPULVEDA BLVD, CARSON CA90745 US",539734.02,4,134933.505,133620.0,136247.01,202002653.91000006,43.1,0.12,,0
"EXXONMOBIL SALES AND SUPPL LLC
22777 SPRINGWOODS VILLAGE PWY, SPRING, TX 77389",539524.62,8,67440.5775,46830.62,88479.0,202542178.53000006,43.2,0.12,,0
"BP PRODUCTS NORTH AMERICA
30 SOUTH WACKER DRIVE, SUITE 900, CHICAGO, IL 60606",539515.0,32,16859.84375,3095.0,48721.0,203081693.53000006,43.3,0.12,,0
"ERGON OIL PURCHASING INC
2829 LAKELAND DRIVE SUITE 2000, POST OFFICE BOX 1308, JACKSON, MS 39215",538864.24,8,67358.03,57861.8,77609.9,203620557.77000007,43.5,0.12,,0
"CITGO PETROLEUM CORP
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077",531615.78,7,75945.11142857143,73955.81,76713.23,204152173.55000007,43.6,0.11,,0
"ON SITE CONCRETE SOLUTIONS LLC
880 LAWRENCE ROAD, SUITE 188 KEMAH, HOUSTONTX 77565, TEUS",531583.64,20,26579.182,10577.64,39100.0,204683757.19000006,43.7,0.11,,0
"ARCELORMITTAL SOURCING
24-26 BOULEVARD D'AVRANCHES, L-1160 LUXEMBOURG, LUXEMBOURG",528476.0,5,105695.2,105198.0,106554.0,205212233.19000006,43.8,0.11,,0
"CHEVRON PROD CO MAN &AMP; SUPPLY
PASCAGOULA REFINERY PO BOX 250, INDUSTRIAL RD, PASCAGOULA, MS 39581",523000.47,11,47545.49727272727,3641.22,77116.58,205735233.66000006,43.9,0.11,,0
"PAULSBORO REFINING COMPANY
800 BILLINGSPORT RD, PAULSBORONJ 08066, US",521507.5,12,43458.958333333336,7518.0,75250.05,206256741.16000006,44.0,0.11,,0
"ALDARRA OVERSEAS GROUP, INC.
CALLE ING. JAMIE RODRIGUEZ #76, LOCAL FRONT A. STE 3D, SANTA PAULA, GUAYNABO, PR 000969",519872.7,2,259936.35,54800.0,465072.7,206776613.86000004,44.1,0.11,,0
"EUROCHEM NORTH AMERICA CORP.
2502 N ROCKY POINT DR, SUITE 510, TAMPA FL 33607 US",513786.2,21,24466.009523809524,2722.0,70000.0,207290400.06000003,44.2,0.11,,0
"RIVERSIDE CONSTRUCTION MATERIALS
355 NEWBOLD ROAD, FAIRLESS HILLS PA19030 US",499910.0,11,45446.36363636364,25000.0,50910.0,207790310.06000003,44.3,0.11,,0
"MONROE ENERGY LLC
4101 POST ROAD, TRAINER PA 19061 US",498499.0,16,31156.1875,2575.0,81899.0,208288809.06000003,44.5,0.11,,0
"CHEVRON PROD CO MAN &AMP; SUPPLY
PASCAGOULA REFINERY, 250 INDUSTRIAL RD, PASCAGOULA, MS 39581",490396.04,8,61299.505,39175.88,77321.65,208779205.10000002,44.6,0.1,,0
"GLACIER NORTHWEST, INC.
5975 EAST MARGINAL WAY, SOUTH SEATTLE, WA 98134 U.S.A., TEL: 1-626-852-6203",488040.0,20,24402.0,4990.0,30840.0,209267245.10000002,44.7,0.1,,0
"BDP INTERNATIONAL AIRPORT
100 CONCORD ROAD, ASTON, PA 19014, TEL: 610-595-1819 / AMBER BERRY, EM: LANXIMP@BDPNET.COM",484470.02,2,242235.01,242235.01,242235.01,209751715.12000003,44.8,0.1,,0
"CHEVRON PRODUCS COMPANY
PO BOX 1300, 250 INDUSTRIAL RD., PASCAGOULA, MS 39581-3201, 228-938-4834",484350.0,7,69192.85714285714,66057.0,72390.0,210236065.12000003,44.9,0.1,,0
"PACIFICA PILING LIMITED PARTNERSHIP
PO BOX 21119, MAPLE RIDGE RPO,, MAPLE RIDGE, BC V2X 1P7, TEL.: 778-955-7473",480460.0,1,480460.0,480460.0,480460.0,210716525.12000003,45.0,0.1,,0
"ON-SITE CONCRETE SOLUTIONS, LLC
2106 LAWRENCE RD, TAX ID: 85-4333681, KEMAHTX 77565, TE+1 979 200 6000",479660.0,16,29978.75,20116.0,38600.0,211196185.12000003,45.1,0.1,,0
"EMPRADA MINES AND MINERALS LLC
128 SHADY SPRING TRAIL, GEORGETOWN, TX 78628",479100.0,38,12607.894736842105,3265.0,27000.0,211675285.12000003,45.2,0.1,,0
"SHERWOOD LUMBER CORP
225 BROADHOLLOW ROAD SUITE 310W, MELVILLE  NY  11747, PH: 631 232 9191",479069.97,24,19961.24875,4949.51,35912.39,212154355.09000003,45.3,0.1,,0
"NOVUM ENERGY TRADING INC
3200 KIRBY DRIVE SUITE 1000, HOUSTON, TX 77098",476693.28,15,31779.552000000003,10656.2,47830.15,212631048.37000003,45.4,0.1,,0
"TOYOTA MOTOR SALES USA, INC.
6565 HEADQUARTERS DRIVE, PLANO TEXAS 75024 U.S.A., US, PLANO75024",463274.06,127,3647.8272440944884,2510.46,6268.08,213094322.43000004,45.5,0.1,,0
"EXXONMOBIL SALES AND SUPPLY, LLC
CUSTOMS TRADE AND COMPLIANCE GROUP, 22777 SRINGWOODS VILLAGE PARKWAY, SPRING TX77389 US",462993.0,20,23149.65,4518.0,37272.0,213557315.43000004,45.6,0.1,,0
"BP PRODUCTS NORTH AMERICA
30 SOUTH WACKER DRIVE SUITE 900, CHICAGO IL 60606",460952.94,24,19206.3725,3250.05,39703.07,214018268.37000003,45.7,0.1,,0
"CITGO PETROLEUM CORP.
1293 ELDRIDGE PARKWAY, HOUSTON, TX 77077, 346 822 9358",460949.0,13,35457.61538461538,4477.0,75557.0,214479217.37000003,45.8,0.1,,0
"PUERTO RICO ENERGY LLC
PARQUE INDUSTRIAL LUCHETTI, CARR 28 KM 2.0, BAYAMON PR00961 US",458595.0,27,16985.0,2690.0,39503.0,214937812.37000003,45.9,0.1,,0
"EASTERN SALT COMPANY
134 MIDDLE STREET, SUITE 210, LOWELL, MA 01852 - U.S.A., CONTACT: MS. SHELAGH MAHONEY",456858.06,8,57107.2575,51266.0,60540.0,215394670.43000004,46.0,0.1,,0
"MARATHON PETROLEUM COMPANY LP
539 SOUTH MAIN STREET FINDLAY OHIO, 45840",454574.58999999997,11,41324.96272727272,34454.09,66677.89,215849245.02000004,46.1,0.1,,0
"YARA NORTH AMERICA INC.
100 NORTH TAMPA STREET,  SUITE 3200, TAMPA, FL 33602, LEIGH RAYNER / 813-222-3803",454369.65,111,4093.4202702702705,2500.0,10000.0,216303614.67000005,46.2,0.1,,0
"VALERO MARKETING & SUPPLY CO
ONE VALERO WAY, SAN ANTONIOTX 78216, US, TE210-345-4981",451596.95,13,34738.22692307692,7943.58,94115.97,216755211.62000003,46.3,0.1,,0
"NATURGY APROVISIONAMIENTOS SA
1225 AVENIDA PONCE DE LEON STE 705, SAN JUAN PR 00907",449384.94,20,22469.247,8188.9,53555.42,217204596.56000003,46.4,0.1,,0
"IES DOWNSTREAM LLC
91 480 MALAKOLE ST KAPOLEI HI 96707",447662.37,15,29844.158,7257.84,41092.59,217652258.93000004,46.5,0.1,,0
"TERMINAL SHIPPING COMPANY, INC
300 BULL STREET, SUITE 201, SAVANNAH, GA 31401, GARY NALL  912-964-5200",442782.0,12,36898.5,13000.0,48800.0,218095040.93000004,46.5,0.09,,0
"CHEVRON PRODUCTS COMPANY
A DIVISION OF CHEVRON USA INC  1500, LOUISIANA STREET 5TH FLOOR  HOUSTON, TX 77002",442487.31000000006,7,63212.472857142864,13830.0,136208.85,218537528.24000004,46.6,0.09,,0
"EXXONMOBIL US TRADING
EXXONMOBIL OIL CORP, 22777 SPRINGWOODS VILLAGE PKWY, SPRING, TX 77389",441831.12,6,73638.52,53976.0,94449.56,218979359.36000004,46.7,0.09,,0
"MARATHON PETROLEUM CO LP
539 SOUTH MAIN STREET, FINDLAY, OHIO 45840-3229, USA",441694.0,8,55211.75,3968.0,136296.0,219421053.36000004,46.8,0.09,,0
"VALERO MARKETING AND SUPPLY
1 VALERO WAY, SAN ANTONIO, TX 78249",438178.4,7,62596.91428571429,29328.74,77536.0,219859231.76000005,46.9,0.09,,0
"SK ENMOVE AMERICAS INC.
11700 KATY FREEWAY, SUITE 1200, HOUSTON TX77079 US",437990.0,68,6441.029411764706,2520.0,14273.0,220297221.76000005,47.0,0.09,,0
"CHEVRON PRODUCTS COMPANY
MANUFACTURING AND SUPPLY, PASCAGOULA  REFINERY, 250 INDUSTRIAL RD. PASCAGOULS, MS 3",437611.0,9,48623.444444444445,18305.0,69039.0,220734832.76000005,47.1,0.09,,0
"E.C.O. FERTILIZERS INC
200 S. PARK ROAD, STE 460, HOLLYWOOD, FL 33021",436675.0,11,39697.72727272727,6761.01,73310.0,221171507.76000005,47.2,0.09,,0
"PUERTO RICO ENERGY LLC
PARQUE INDUSTRIAL LUCHETTI, CARR 28 KM 2.0, BAYAMON, PR 00961",435730.78,40,10893.2695,2646.0,35690.0,221607238.54000005,47.3,0.09,,0
"1. PAGE AND JONES (CUSTOMS BROKER)
1. PAGE AND JONES (CUSTOMS BROKER), 52 NORTH JACKSON STREET MOBILE  ALA, 2. STEVEDORING SERVICE OF AMERICA, A",435000.0,56,7767.857142857143,2500.0,24700.0,222042238.54000005,47.4,0.09,,0
"GREEN AMERICA BIOFUELS LLC
20 GREENWAY PLAZA, SUITE 300, HOUSTON, TX 77046, USA, TEL: +1 865-474-4086",434157.44000000006,18,24119.857777777783,4843.53,157215.01,222476395.98000005,47.5,0.09,,0
"AM CALVERT LLC
1 AM/NS WAY, P.O. BOX 456, CALVERT, AL 36513, USA",429992.36,13,33076.335384615384,23853.0,71152.91,222906388.34000006,47.6,0.09,,0
"INTEGRITY CUSTOMS BROKERAGE
2900 NORTH LOOP WEST FWY SUITE 800, HOUSTON, TX 77092",428430.0,16,26776.875,4999.0,45890.0,223334818.34000006,47.7,0.09,,0
"WIND TURBINE AND ENGERY CABLES, COR
777 TERRACE AVENUE, SUITE 101, HASBROUCK HEIGHTS, NJ 07604",428000.02,2,214000.01,112850.0,315150.02,223762818.36000007,47.8,0.09,,0
"LEHIGH WHITE CEMENT COMPANY, LLC
1601 FORUM PLACE SUITE 1110, WEST PALM BEACH, FL 33401, USA",426944.0,13,32841.846153846156,31472.0,33500.0,224189762.36000007,47.8,0.09,,0
"ALOHA PETROLEUM LLC
1001 BISHOP ST, SUITE 1300, HONOLULU, HI 96813",423565.16,55,7701.184727272726,2523.87,24207.59,224613327.52000007,47.9,0.09,,0
"TOYOTA MOTOR SALES U.S.A., INC.
6565 HEADQUARTERS DRIVE, PLANO,, TEXAS 75024 U.S.A",423049.3,110,3845.902727272727,2527.37,6270.78,225036376.82000008,48.0,0.09,,0
"IES DOWNSTREAM, LLC.
91-480 MALAKOLE STREET, KAPOLEI HI96707 US",422518.0,12,35209.833333333336,8838.0,41430.0,225458894.82000008,48.1,0.09,,0
"VALERO MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TX 78248, SAN ANTONIO TX78212 US",419858.0,10,41985.8,12408.0,69871.0,225878752.82000008,48.2,0.09,,0
"EXXONMOBIL SALES & SUPPLY LLC
22777 SPRINGWOODS VILLAGE PARKWAY, SPRING, TX 77389",419322.0,14,29951.571428571428,8122.0,54496.0,226298074.82000008,48.3,0.09,,0
"VALERO MARKETING AND SUPPLY CO.
ONE VALERO PLACE, SAN ANTONIO TX78212 US",417539.0,9,46393.22222222222,5497.0,76152.0,226715613.82000008,48.4,0.09,,0
"ECOPETROL US TRADING LLC
2800 POST OAK BLVD SUITE 4600, HOUSTON, TX 77056",416317.0,5,83263.4,75676.64,90599.36,227131930.82000008,48.5,0.09,,0
"1) J.B. ELLIS & CO.
1230-1188 WEST GEORGIA STREET, VANCOUVER,BC V6E 4A2 EMAIL:OCEAN@, JBELLIS.COM TEL:604-408-7150",414857.98,1,414857.98,414857.98,414857.98,227546788.80000007,48.6,0.09,,0
"PAR HAWAII REFINING LLC
91-325 KOMOHANA STREET, KAPOLEI HI 96707 US",413853.01,3,137951.00333333333,136892.0,138915.01,227960641.81000006,48.7,0.09,,0
"CHEVRON PRODUCTS COMPANY
A DIVISION OF CHEVRON USA INC, 1500 LOUISIANA STREET, 5TH FLOOR, HOUSTON TX 770002 US",411002.01,6,68500.335,39747.0,136363.01,228371643.82000005,48.7,0.09,,0
"CARVER SAND & GRAVEL SE LLC
1400 PIERSIDE STREET BLDG 190 STE D, CHARLESTON SC",410482.0,13,31575.53846153846,20288.0,40502.0,228782125.82000005,48.8,0.09,,0
"PAR PACIFIC
825 TOWN & COUNTRY LANE, SUITE 1500, HOUSTON TX77024 US",406754.0,13,31288.76923076923,5302.0,39676.0,229188879.82000005,48.9,0.09,,0
"HOUSTON CEMENT CO. LP
363 NORTH SAM HOUSTON PKWY EAST, SUITE 750, HOUSTON, TX 77060",406622.0,8,50827.75,47954.0,52462.0,229595501.82000005,49.0,0.09,,0
"STEEL DYNAMICS SOUTHWEST LLC
FLAT ROLL GROUP SINTON DIVISION, 8534 HWY 89  SINTON, TEXAS  78387, ATTN:CHRIS DUNN",406364.0,10,40636.4,5249.0,51359.0,230001865.82000005,49.1,0.09,,0
