Code,Description
08,"8802300120 NEW MILITARY AIRCRAFT, EXCLUDING FIGHTERS, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG"
08,"8802300130 NEW MULTIPLE ENGINE AIRPLANES, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 4,536 KG"
08,"8802300140 NEW TURBOFAN POWERED AIRPLANES, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 4,536 KG BUT NOT EXCEEDING 15,000 KG"
08,"8802300150 NEW MULTIPLE ENGINE AIRPLANES, NON-MILITARY, EXCLUDING TURBOFAN POWERED, OF AN UNLADEN WEIGHT EXCEEDING 4,536 KG BUT NOT EXCEEDING 15,000 KG"
08,"8802300160 NEW AIRPLANES, OTHER THAN MULTIPLE ENGINES, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG"
08,"8802400115 NEW MILITARY AIRCRAFT FIGHTERS, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG"
08,"8802400120 NEW MILITARY CARGO TRANSPORT AIRCRAFT, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG"
08,"8802400130 NEW MILITARY AIRCRAFT,OTHER THAN FIGHTERS AND CARGO TRANSPORTS, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG"
08,"8802400140 NEW AIRCRAFT,PASSENGER TRANSPORTS, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG"
08,"8802400160 NEW AIRCRAFT,CARGO TRANSPORTS, NON-MILITARY, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG"
08,"8802400170 NEW AIRCRAFT, NON-MILITARY, NESOI (INCLUDING PASSENGER/CARGO COMBINATIONS), OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG"
08,8802609020 MILITARY SPACECRAFT AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES (EXCLUDING COMMUNICATION SATELLITES)
08,8802609040 NON-MILITARY SPACECRAFT AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES (EXCLUDING COMMUNICATIONS SATELLITES)
08,8805210000 AIR COMBAT SIMULATORS AND PARTS THEREOF
08,"8805290000 GROUND FLYING TRAINERS AND PARTS THEREOF, NESOI"
08,8806100000 UNMANNED AIRCRAFT DESIGNED FOR THE CARRIAGE OF PASSENGERS
08,"8806210000 UNMANNED AIRCRAFT FOR REMOTE-CONTROLLED FLIGHT ONLY, WITH MAXIMUM TAKE-OFF WEIGHT NOT MORE THAN 250 G"
08,"8806220000 UNMANNED AIRCRAFT FOR REMOTE-CONTROLLED FLIGHT ONLY, WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 250 G BUT NOT MORE THAN 7 KG"
08,"8806230000 UNMANNED AIRCRAFT FOR REMOTE-CONTROLLED FLIGHT ONLY, WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 7 KG BUT NOT MORE THAN 25 KG"
08,"8806240000 UNMANNED AIRCRAFT FOR REMOTE-CONTROLLED FLIGHT ONLY, WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 25 KG BUT NOT MORE THAN 150 KG"
08,"8806290000 UNMANNED AIRCRAFT FOR REMOTE-CONTROLLED FLIGHT ONLY, WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 150 KG"
08,"8806910000 UNMANNED AIRCRAFT WITH MAXIMUM TAKE-OFF WEIGHT NOT MORE THAN 250 G, NESOI"
08,"8806920000 UNMANNED AIRCRAFT WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 250 G BUT NOT MORE THAN 7 KG, NESOI"
08,"8806930000 UNMANNED AIRCRAFT WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 7 KG BUT NOT MORE THAN 25 KG, NESOI"
08,"8806940000 UNMANNED AIRCRAFT WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 25 KG BUT NOT MORE THAN 150 KG, NESOI"
08,"8806990000 UNMANNED AIRCRAFT WITH MAXIMUM TAKE-OFF WEIGHT MORE THAN 150 KG, NESOI"
08,8807100010 PROPELLERS AND ROTORS AND PARTS THEREOF FOR USE IN CIVIL AIRCRAFT
08,"8807100060 PROPELLERS AND ROTORS AND PARTS THEREOF, FOR USE IN MILITARY AIRCRAFT"
08,8807200010 UNDERCARRIAGES AND PARTS THEREOF FOR USE IN CIVIL AIRCRAFT (INCLUDING NON-POWERED AIRCRAFT)
08,"8807200060 UNDERCARRIAGES AND PARTS THEREOF, FOR USE IN MILITARY AIRCRAFT"
08,"8807300010 OTHER PARTS OF AIRPLANES OR HELICOPTERS FOR USE IN CIVIL AIRCRAFT (EXCLUDES PROPELLERS, ROTORS, UNDERCARRIAGES, AND PARTS THEREOF)"
08,"8807300060 OTHER PARTS OF AIRPLANES OR HELICOPTERS FOR USE IN MILITARY AIRCRAFT (EXCLUDES PROPELLERS, ROTORS, UNDERCARRIAGES, AND PARTS THEREOF)"
08,"9014107040 GYROSCOPIC COMPASSES, ELECTRICAL FOR USE IN CIVIL AIRCRAFT"
08,"9014107080 GYROSCOPIC COMPASSES, ELECTRICAL, EXCEPT FOR USE IN CIVIL AIRCRAFT"
08,9014204000 AUTOMATIC PILOTS FOR AERONAUTICAL OR SPACE NAVIGATION
08,"9014206000 ELECTRICAL INSTRUMENTS AND APPLIANCES FOR AERONAUTICAL OR SPACE NAVIGATION (OTHER THAN COMPASSES), NESOI"
08,9014208040 INSTRUMENTS AND APPLIANCES FOR USE IN CIVIL AIRCRAFT
08,"9014208080 INSTRUMENTS AND APPLIANCES FOR AERONAUTICAL OR SPACE NAVIGATION (OTHER THAN COMPASSES), NESOI"
08,9027504050 PHOTOMETERS
09,9005100020 PRISM BINOCULARS FOR USE WITH INFRARED LIGHT
09,9005804020 OPTICAL TELESCOPES FOR USE WITH INFRARED LIGHT
09,9005804040 OPTICAL TELESCOPES EXCEPT FOR USE WITH INFRARED LIGHT
09,"9013104000 PERISCOPES, TELESCOPES DESIGNED TO FORM PARTS OF MACHINES, NESOI"
09,9014802000 SHIP' LOGS AND DEPTH-SOUNDING APPARATUS FOR NAVIGATION
09,"9301100010 SELF-PROPELLED ARTILLERY WEAPONS (FOR EXAMPLE, GUNS, HOWITZERS AND MORTARS) MILITARY WEAPONS, OTHER THAN REVOLVERS & PISTOLS & ARMS OF HEADING 9307"
09,"9301100080 ARTILLERY WEAPONS, MILITARY, FOR EXAMPLE, GUNS, HOWITZERS AND MORTARS, EXCEPT SELF-PROPELLED"
09,"9301200000 ROCKET LAUNCHERS FLAME-THROWERS, GRENADE LAUNCHERS, AND TORPEDO TUBES, AND SIMILAR PROJECTORS, MILITARY"
09,"9301909030 MACHINE GUNS, MILITARY"
09,"9306308000 PARTS OF CARTRIDGES, NESOI"
09,9306900020 GUIDED MISSLES
09,9306900060 PARTS FOR GUIDED MISSILES
09,"9306900080 PARTS FOR BOMBS, GRENADES, TORPEDOS, MINES, AND SIMILAR MUNITIONS OF WAR"
10,2844200010 URANIUM OXIDE ENRICHED IN U235
10,2844200020 URANIUM FLUORIDE ENRICHED IN U235
10,"2844200030 URANIUM COMPOUNDS ENRICHED IN U235, NESOI"
10,"2844200050 PLUTONIUM & ITS COMPOUNDS; ALLOYS, DISPERSIONS, CERAMIC PROD & MIXTURES CONTAIN URANIUM ENRICH IN U235, PLUTONIUM/COMPOUNDS OF THESE PRODUCTS, NESOI"
10,2844302010 URANIUM OXIDE DEPLETED IN U235
10,"2844302060 URANIUM COMPOUNDS DEPLETED IN U235, EXCLUDING URANIUM OXIDE"
10,"2844305000 ALLOYS, DISPERSIONS INCLUDING CERMETS, CERAMIC PRODUCTS & MIXTURES CONTAIN URANIUM DEPLETED IN U235, THORIUM, OR COMPOUNDS OF THESE PRODUCTS, NESOI"
10,8401100000 NUCLEAR REACTORS
10,8401200000 ISOTOPIC SEPARATION MACHINERY AND APPARATUS AND PARTS THEREOF
10,"8401300000 FUEL ELEMENTS (CARTRIDGES), NON-IRRADIATED FOR NUCLEAR REACTORS, AND PARTS THEREOF"
10,8401400000 PARTS OF NUCLEAR REACTORS
10,9030100000 INSTRUMENTS AND APPARATUS FOR MEASURING OR DETECTING IONIZING RADIATIONS
