Waterway_code,Waterway_Name
606,"ONANCOCK RIVER, VA"
607,"NANDUA CREEK, VA"
608,"OCCOHANNOCK CREEK, VA"
609,"QUINBY CREEK, VA"
610,"LITTLE MACHIPONGO RIVER, VA"
611,"KINGS CREEK, NORTHAMPTON COUNTY, VA"
612,"OYSTER CHANNEL, VA"
613,"YORK SPIT CHANNEL, CAPE HENRY CHANNEL, VA"
614,"GREAT WICOMICO RIVER, VA"
616,"COCKRELLS CREEK, VA"
617,"CRANES CREEK, VA"
618,"DIVIDING CREEK, VA"
619,"INDIAN CREEK, VA"
620,"DYMERS CREEK, VA"
621,"LITTLE BAY, VA"
622,"ANTIPOISON CREEK, VA"
623,"RAPPAHANNOCK RIVER, VA"
624,"LAGRANGE CREEK, VA"
626,"HOSKINS CREEK, VA"
627,"PARROTTS CREEK, VA"
628,"TOTUSKEY CREEK, VA"
629,"FARNHAM CREEK, VA"
630,"CORROTOMAN RIVER, VA"
631,"MULBERRY CREEK, VA"
632,"MORATTICO CREEK, VA"
633,"LANCASTER CREEK, VA"
634,"URBANNA CREEK, VA"
635,"WHITINGS CREEK, VA"
636,"CARTERS CREEK, VA"
637,"CARTERS COVE, CARTERS CREEK, VA"
638,"EASTERN BRANCH, CARTERS CREEK, VA"
639,"LOCKLIES CREEK, VA"
640,"MILL CREEK, VA"
641,"BROAD CREEK, VA"
642,"JACKSON CREEK, VA"
643,"MILFORD HAVEN, VA"
644,"PIANKATANK RIVER, VA"
645,"DAVIS CREEK, VA"
646,"MOBJACK BAY, VA"
647,"EAST RIVER, VA"
648,"YORK RIVER, VA"
649,"PAMUNKEY RIVER, VA"
650,"MATTAPONI RIVER, VA"
651,"YORK RIVER, VA TRIBUTARIES"
652,"POROPOTANK CREEK, VA"
653,"SARAH CREEK, VA"
654,"CHANNEL CONNECTING YORK RIVER, VA, WITH BACK CREEK TO SLAIGHTS WHARF, VA"
655,"LITTLE RIVER (CREEK), VA"
656,"ABERDEEN CREEK, VA"
658,"CHANNEL TO NEWPORT NEWS, VA"
660,"DEEP CREEK, NEWPORT NEWS, VA"
663,"CHICKAHOMINY RIVER, VA"
664,"WARWICK RIVER, VA"
665,"NANSEMOND RIVER, VA"
666,"PAGAN RIVER, VA"
667,"JONES CREEK, VA"
668,"APPOMATTOX RIVER, VA"
669,"WILLOUGHBY CHANNEL, VA"
670,"LAFAYETTE RIVER, VA"
673,"KNOBBS CREEK, NC"
674,"BLACKWATER RIVER, VA"
675,"LYNHAVEN ROADS, INLET, AND CONNECTING WATERS, VA"
676,"BEACH CREEK, VA"
677,"GREENVALE CREEK, VA"
678,"PARKER CREEK, VA"
679,"TYLERS BEACH, VA"
700,"BALTIMORE HARBOR AND CHANNELS, MD"
701,"NORTH POINT BALTIMORE COUNTY, MD"
702,"TOLCHESTER, KENT COUNTY, MD"
703,"ROCK HALL HARBOR, MD"
704,"QUEENSTOWN HARBOR, MD"
705,"MATAPEAKE, MD"
706,"CHANNEL CONNECTING PLAIN DEALING CREEK AND OAK CREEK, MD"
707,"CLAIBORNE HARBOR, MD"
708,"LOWES WHARF, TALBOT COUNTY, MD"
709,"BLACK WALNUT HARBOR, MD"
710,"TILGHMAN ISLAND HARBOR, MD"
711,"CAMBRIDGE HARBOR, MD"
712,"CRISFIELD HARBOR, MD"
713,"WASHINGTON HARBOR, DC"
714,"POTOMAC RIVER, WASHINGTON CHANNEL, DC (INCLUDED IN REPORT FOR WASHINGTON HARBOR, DC)"
715,"ANACOSTIA RIVER, DC (INCLUDED IN WASHINGTON HARBOR DC)"
716,"POTOMAC RIVER, VIRGINIA CHANNEL, DC (INCLUDED IN WASHINGTON HARBOR, DC)"
718,"POTOMAC RIVER AT ALEXANDRIA, VA"
719,"GUNSTON COVE, VA"
721,"POTOMAC RIVER AT LOWER CEDAR POINT, MD"
723,"WILLIAMS CREEK, VA"
725,"MONROE BAY AND CREEK, VA"
726,"LAKE OGLETON, MD"
727,"ANNAPOLIS HARBOR, MD"
728,"CYPRESS CREEK, ANNE ARUNDEL COUNTY, MD"
730,"CHINCOTEAGUE BAY, MD AND VA"
731,"CHINCOTEAGUE HARBOR, VA"
732,"CAPE CHARLES CITY HARBOR, VA"
733,"HORN HARBOR, VA"
734,"WINTER HARBOR, VA"
736,"PORT OF NEWPORT NEWS, VA (INCLUDING NEWPORT NEWS CREEK, VA)"
737,"PORT OF RICHMOND, VA (INCLUDED IN JAMES RIVER, VA CONSOLIDATED REPORT)"
738,"PORT OF HOPEWELL, VA (INCLUDED IN JAMES RIVER VA CONSOLIDATED REPORT)"
739,"PORTSMOUTH HARBOR, VA CHANNEL TO NANSEMOND ORDANCE DEPOT"
741,"ELIZABETH RIVER (WESTERN BRANCH) VA"
742,"ELIZABETH RIVER (SOUTHERN BRANCH) VA"
743,"ELIZABETH RIVER (EASTERN BRANCH) VA"
744,"ELIZABETH RIVER, VA"
745,"SCOTTS CREEK, VA"
746,"SMITH CREEK, VA"
760,"EDENTON HARBOR, NC"
761,"BELHAVEN HARBOR, NC"
762,"SILVER LAKE HARBOR, NC"
763,"BEAUFORT HARBOR, NC"
764,"MOREHEAD CITY HARBOR, NC"
765,"HARBOR OF REFUGE, CAPE LOOKOUT, NC"
766,"PORT OF WILMINGTON, NC (INCLUDED IN WILMINGTON HARBOR, NC)"
767,"MANTEO (SHALLOWBAG) BAY, NC"
768,"ROLLINSON CHANNEL, NC"
769,"CHANNEL FROM PAMLICO SOUND TO RODANTHE, NC"
770,"AVON HARBOR, NC"
771,"WATERWAY CONNECTING SWAN QUARTER BAY WITH DEEP BAY, NC"
772,"GEORGETOWN HARBOR, SC (WINYAH BAY)"
773,"CHARLESTON HARBOR, SC (INCLUDING ASHLEY RIVER, COOPER RIVER, SHEM CREEK AND SHIPYARD RIVER, SC)"
774,"PORT ROYAL HARBOR, SC"
776,"SAVANNAH HARBOR, GA"
777,"SAPELO HARBOR, GA"
778,"DARIEN HARBOR, GA"
779,"EAST RIVER AND OGLETHORPE BAY, GA (INCLUDED IN BRUNSWICK HARBOR GA)"
780,"BRUNSWICK HARBOR, GA"
781,"TURTLE RIVER, GA (INCLUDED IN BRUNSWICK HARBOR, GA)"
782,"FANCY BLUFF CREEK, GA"
784,"FERNANDINA HARBOR, FL"
785,"ATLANTIC BEACH CHANNELS, NC"
798,"BROAD CREEK, NC"
799,"ROANOKE SOUND, NC"
801,"PUNGO CREEK, NC"
802,"CHANNEL TO BOGUE INLET, NC"
803,"NEW RIVER, NC"
804,"SOUTHPORT, NC (ON AIWW)"
805,"MEHERRIN RIVER, NC"
806,"NEWBEGUN CREEK, NC"
807,"PERQUIMANS RIVER, NC"
808,"CHOWAN RIVER, NC"
809,"BENNETTS CREEK, NC"
810,"WATERWAY - NORFOLK, VA TO SOUNDS OF NC"
811,"PEMBROKE CREEK, NC"
812,"CASHIE RIVER, NC"
813,"ROANOKE RIVER, NC"
814,"FISHING CREEK, NC"
815,"MACKAY CREEK, NC"
816,"SCUPPERNONG RIVER, NC"
818,"WANCHESE HARBOR, NC (INCLUDED IN MANTEO) (SHALLOWBAG BAY, NC)"
819,"STUMPY POINT BAY, NC"
820,"WRIGHTS CREEK, NC"
821,"PANTEGO CREEK, NC"
822,"FAR CREEK, NC"
824,"PAMLICO RIVER - PAMLICO SOUND, NC ACCESS"
825,"PAMLICO AND TAR RIVERS, NC"
826,"SOUTH RIVER, NC"
827,"WEST BAY - PAMLICO SOUND - BAY RIVER ACCESS"
828,"BAY RIVER, NC"
829,"OCRACOKE INLET, NC"
830,"WALLACE CHANNEL, PAMLICO SOUND, NC"
831,"NEUSE RIVER, NC"
832,"TRENT RIVER, NC"
833,"BRICES CREEK, NC"
834,"SMITHS CREEK (PAMLICO COUNTY), NC"
835,"CHANNEL CONNECTING THOROUGHFARE BAY WITH CEDAR BAY, NC"
836,"DRUM INLET, NC"
837,"WATERWAY CONNECTING PAMLICO SOUND AND BEAUFORT HARBOR, NC"
838,"CORE SOUND, NC"
839,"CALICO CREEK, NC"
840,"NEWPORT RIVER, NC"
841,"TAYLORS CREEK, NC"
842,"CHANNEL FROM BACK SOUND TO LOOKOUT BIGHT, NC"
843,"CAPE FEAR RIVER ABOVE WILMINGTON, NC"
844,"NORTHEAST (CAPE FEAR) RIVER, NC"
845,"BLACK RIVER, NC"
846,"SMITHS CREEK (WILMINGTON), NC"
847,"WILMINGTON HARBOR, NC (INCLUDES PORT OF WILMINGTON, NC)"
848,"LOCKWOODS FOLLY RIVER, NC"
849,"SHALLOTTE RIVER, NC"
850,"CHARLESTON - FORT SUMTER RANGE, SC"
851,"SAMPIT RIVER, SC"
852,"WACCAMAW RIVER, SC"
853,"GREAT PEE DEE RIVER, SC"
854,"MINGO CREEK, SC"
855,"BLACK RIVER, SC"
856,"SANTEE RIVER, SC"
857,"CONGAREE RIVER, SC"
858,"COOPER RIVER, SC"
859,"SHEM CREEK, SC (INCLUDED IN CHARLESTON HARBOR, SC)"
860,"ASHLEY RIVER, SC (INCLUDED IN CHARLESTON HARBOR, SC)"
861,"SHIPYARD RIVER, SC (INCLUDED IN CHARLESTON HARBOR, SC)"
862,"COOPER RIVER ABOVE CHARLESTON, SC"
863,"WANDO RIVER, SC"
864,"FOLLY RIVER, SC"
865,"ABBAPOOLA CREEK, SC"
866,"BERESFORD CREEK, SC"
867,"EDISTO RIVER, SC"
868,"LITTLE PEE DEE RIVER, SC"
869,"LUMBER RIVER, NC AND SC"
870,"LYNCHES RIVER AND CLARK CREEK, SC"
871,"RUSSELL CREEK, SC"
872,"SALKEHATCHIE RIVER, SC"
873,"BROAD RIVER, SC"
874,"WATEREE RIVER, SC"
875,"YADKIN RIVER, NC"
876,"LAKE MOULTRIE, SC"
877,"SAVANNAH RIVER BELOW AUGUSTA, GA"
878,"THUNDERBOLT, GA (ON AICW)"
879,"OGEECHEE RIVER, GA"
880,"OCONEE RIVER, GA"
881,"OCMULGEE RIVER, GA"
882,"ALTAMAHA RIVER, GA"
883,"FREDERICA RIVER, GA"
884,"LITTLE SATILLA RIVER, GA"
885,"SATILLA RIVER, GA"
886,"ST. MARYS RIVER, GA AND FL"
887,"BETTERTON HARBOR, MD"
888,"MURRELLS INLET TO NORTH INLET, SC SPINE"
890,"LITTLE RIVER INLET, S. C."
891,"STONO RIVER, S. C."
925,"GULF OF ALASKA OTHER PORTS DUMMY RECORD NEEDED BY ROUTING"
999,"SPECIAL USE CODE - ATLANTIC AREA"
1001,"PERRY, ME"
1002,"MOOSE RIVER, ME"
1003,"HAYCOCK HARBOR, ME"
1004,"PANNAMAQUAN RIVER, ME"
1005,"JONESBORO, ME"
1006,"DUNNES ISLAND, ME"
1007,"HOLMES BAY, ME"
1008,"ROQUE ISLAND, ME"
1009,"MACHIAS BAY, ME"
1010,"JONESPORT, ME"
1011,"HARDWOOD ISLAND, ME"
1012,"SPRUCE ISLAND, ME"
1013,"HARRINGTON, ME"
1014,"HEAD HARBOR ISLAND, ME"
1015,"DYERS BAY, DYERS ISLAND, ME"
1016,"WESTERN EGG ROCK, ME"
1017,"EASTERN ISLAND, ME"
1018,"CAPE SPLIT HARBOR, ME"
1019,"STEUBEN, ME"
1020,"WEST TRENTON, ME"
1021,"SUTTON ISLAND, ME"
1022,"BOIS BU BERT ISLAND, ME"
1023,"BUNKER HARBOR, ME"
1024,"SUMMER, ME"
1025,"SOUTH GOULDSBORO, ME"
1026,"EASTERN BAY, ME"
1027,"SALISBURY COVE, ME"
1028,"GOULDSBORO BAY, ME"
1029,"SCHOODIC HARBOR, ME"
1030,"PROSPECT HARBOR, ME"
1031,"SORRENTO, ME"
1032,"WONSQUEAK HARBOR, ME"
1033,"FRENCHMANS BAY, ME"
1034,"EGG ROCK, ME"
1035,"COMPASS ISLAND, ME"
1036,"SOMES SOUND, ME"
1037,"HALLS QUARRY, ME"
1038,"CRANBERRY ISLAND, ME"
1039,"ISLEFORD, ME"
1040,"EASTERN POINT, ME"
1041,"SEAL HARBOR, ME"
1042,"BEAR ISLAND, ME"
1043,"MT. DESERT, ME"
1044,"BIRCH HARBOR, ME"
1045,"BAKERS ISLAND, ME"
1046,"WESTERN WAY, ME"
1047,"WINTER HARBOR, ME"
1048,"FRENCHBORO, ME"
1049,"PLACENTIA ISLAND, ME"
1050,"GULF OF MAINE"
1051,"TREMONT, ME"
1052,"PRETTY MARSH, ME"
1053,"BARTLETTS ISLAND, ME"
1054,"BERNARD, ME"
1055,"LONG ISLAND, ME"
1056,"DUCK ISLAND, ME"
1057,"DEER ISLAND, ME"
1058,"SPRUCE HEAD ISLAND, ME"
1059,"SUNSHINE, ME"
1060,"CROW ISLAND, ME"
1061,"CENTER HARBOR, ME"
1062,"SUNSET, ME"
1063,"PICKERING ISLAND, ME"
1064,"BUTTER ISLAND, ME"
1065,"NORTHWEST HARBOR, ME"
1066,"SARGENTVILLE, ME"
1067,"SWAN ISLAND, ME"
1068,"LITTLE SPRUCEHEAD ISLAND, ME"
1069,"BLUE HILL BAY, ME"
1070,"MARSHALL ISLAND, ME"
1071,"ATLANTIC, ME"
1072,"EGGEMOGGIN REACH, ME"
1073,"HERON ISLAND, ME"
1074,"TOOTHACHER COVE, ME"
1075,"CALF ISLAND, ME"
1076,"BLACK LEDGE, ME"
1077,"BRIMSTONE ISLAND, ME"
1078,"SHIP ISLAND, ME"
1079,"NO. SWEDGEWICK, ME"
1080,"EAGLE ISLAND, ME"
1081,"BROOKLIN, ME"
1082,"BABSON ISLAND, ME"
1083,"FLYES ISLAND, ME"
1084,"CASTINE HARBOR, ME"
1085,"SEAL COVE, ME"
1086,"WOODEN BALL ISLAND, ME"
1087,"VINALHAVEN, ME"
1088,"METINIC ISLAND, ME"
1089,"PENOBSCOT BAY, ME"
1090,"GREEN ISLAND, ME"
1091,"PEASE COVE, ME"
1092,"AREYS COVE, ME"
1093,"HURRICANE ISLAND, ME"
1094,"NORTH HAVEN, ME"
1095,"SMITHS COVE, ME"
1096,"SAND COVE, ME"
1097,"BROOKSVILLE, ME"
1098,"BUCKS HARBOR, ME"
1099,"ORCUTTS HARBOR, ME"
1101,"SOUTH BROOKSVILLE, ME"
1102,"HOLBROOK ISLAND, ME"
1103,"ISLEBORO, ME"
1104,"MINOTS ISLAND, ME"
1105,"GILKEY HARBOR, ME"
1106,"MARK ISLAND, ME"
1107,"DARK HARBOR, ME"
1108,"ACRE ISLAND, ME"
1109,"CRADLE COVE, ME"
1110,"GREAT SPRUCEHEAD ISLAND, ME"
1111,"BRADBURY ISLAND, ME"
1112,"BREMAN, ME"
1113,"LINCOLNVILLE, ME"
1114,"SOUTH THOMASTON, ME"
1115,"PORT CLYDE, ME"
1116,"SPRUCEHEAD, ME"
1117,"MUSSELL RIDGE, ME"
1118,"ANDREWS ISLAND, ME"
1119,"HEWETT ISLE, ME"
1120,"PLEASANT ISLAND, ME"
1121,"MUSCONGUS BAY, ME"
1122,"FRIENDSHIP, ME"
1123,"HATCHET COVE, ME"
1124,"PLEASANT POINT, ME"
1125,"BURNT ISLAND, ME"
1126,"MONHEGAN ISLAND, ME"
1127,"WHITEHEAD ISLAND, ME"
1128,"SEAL ISLAND, ME"
1129,"BAILEY ISLAND, ME"
1130,"CLARK ISLAND, ME"
1131,"ROUND POND, ME"
1132,"HOG ISLAND, ME"
1133,"JOHNS BAY, ME"
1134,"LOUDVILLE, ME"
1135,"CHRISTMAS COVE, ME"
1137,"CAPITOL ISLAND, ME"
1138,"FISHERMANS ISLAND, ME"
1139,"OCEAN POINT, ME"
1140,"SQUIRREL ISLAND, ME"
1141,"NEWAGEN, ME"
1143,"CAPE SMALL, ME"
1144,"NEW MEADOWS RIVER, ME"
1145,"QUAHOG BAY, ME"
1146,"MERRICONEAG SOUND, ME"
1147,"SOUTH HARPSWELL, ME"
1148,"CASCO BAY ISLANDS, ME"
1149,"ORRS ISLAND, ME"
1150,"CANDYS HARBOR, ME"
1151,"WEST POINT, ME"
1152,"SEBASCO HARBOR, ME"
1153,"CHEBEAGUE ISLAND, ME"
1154,"MARE PT., ME"
1155,"COD LEDGE, ME"
1156,"SOUTH FREEPORT, ME"
1157,"BUSTIN ISLAND, ME"
1158,"COUSINS ISLAND, CASCO BAY, ME"
1159,"MACKWORTH ISLAND, ME"
1160,"FALMOUTH FORESIDE, ME"
1161,"CUMBERLAND, ME"
1162,"PROUTS NECK, ME"
1163,"FORTUNES ROCK, ME"
1164,"GOOSE ROCKS BEACH, ME"
1165,"CAPE NEDDICK HARBOR, ME"
1166,"DOVER, NH"
1167,"HAMPTON HARBOR, NH"
1168,"PARKER RIVER, MA"
1169,"IPSWICH BAY, MA"
1170,"BAKERS ISLAND, MA"
1171,"MASSACHUSETTS BAY, MA"
1172,"QUINCY BAY, MA (INCLUDED IN PORT OF BOSTON)"
1173,"ALLERTON HARBOR, MA (INCLUDED IN PORT OF BOSTON)"
1174,"NORTH RIVER, MA"
1175,"GREEN HARBOR, MA"
1176,"CHANNEL FROM BUZZARDS BAY TO BUTTERMILK BAY, MA"
1177,"BUZZARDS BAY, MA"
1178,"CAPE COD BAY, MA"
1179,"BARNSTABLE HARBOR, MA"
1180,"ONSET BAY, MA"
1181,"MARION, MA"
1182,"SOUTH HARWICH, MA"
1183,"HARWICH PORT, MA"
1184,"ORLEANS, MA"
1185,"ROCK HARBOR, MA"
1186,"LONG ISLAND SOUND, CT SHORE"
1187,"NANTUCKET SOUND, MA"
1188,"VINEYARD SOUND, MA"
1189,"NASHAWENA ISLAND, MA"
1190,"NAUSHON ISLAND, MA"
1191,"OAK BLUFFS, MA"
1192,"FISCHERS ISLAND, NY"
1193,"FISCHERS IS., NY HAY HARBOR"
1194,"FISCHERS IS., NY EAST HARBOR"
1195,"WITCHMERE HARBOR, MA"
1196,"HERRING RIVER, DENNISPORT, MA"
1197,"BASS RIVER, MA"
1198,"EAST BAY, CENTERVILLE, MA"
1199,"WEST BAY, OSTERVILLE, MA"
1200,"MOOSE COVE, ME"
1201,"PEAKES ISLAND, ME"
1202,"BOON ISLAND, ME"
1203,"SESUIT HBR., EAST DENNIS, MA"
1204,"SAKONNET HARBOR, RI"
1205,"LONG ISLAND SOUND, NY (INCLUDED IN PORT OF NEW YORK)"
1206,"HART ISLAND, NY (INCLUDED IN PORT OF NEW YORK)"
1207,"DAVIDS ISLAND, NY (INCLUDED IN PORT OF NEW YORK)"
1208,"LAKE GEORGE, NY"
1209,"LARABEES POINT, VT"
1210,"CROWN POINT, NY"
1211,"CHIMNEY POINT, VT"
1212,"ESSEX, NY"
1213,"CHARLOTTE, VT"
1214,"PORT DOUGLAS, NY"
1215,"GRAND ISLE, VT"
1216,"ISLE LA MOTTE, VT"
1217,"SHELBURNE, VT"
1218,"ALBURG, VT"
1219,"BAYVILLE, LI, NY"
1220,"EATONS NECK, LI, NY"
1221,"SMITHTOWN BAY, LI, NY"
1222,"MT. SINAI, LI, NY"
1223,"MASSAPEQUA, LI, NY"
1224,"SEAFORD, LI, NY"
1225,"HOG ISLAND CHANNEL, LI, NY"
1226,"EAST ROCKAWAY, LI, NY"
1227,"OCEANSIDE, LI, NY"
1228,"GREAT EGG RIVER, NJ"
1229,"TUCKAHOE RIVER, NJ"
1230,"BACK CREEK TO ISLAND BAY, VA"
1231,"DOE CREEK TO FISHING CREEK, VA"
1232,"SHAD LANDING STATE PARK, MD"
1233,"APE HOLE AND MARUMSCO CREEK AREA, EASTERN SHORE, MD"
1234,"MUDDY HOOK AND TYLER COVES, MD"
1235,"ROMANCOKE KENT, EASTERN SHORE, MD"
1236,"KENT COUNTY, MD - BAY FRONTAGE"
1237,"WATERWAY FROM LITTLE CHOPTANK RIVER TO CHOPTANK RIVER, MD"
1238,"CALVERT COUNTY, MARYLAND COVE POINT TO HOLLAND POINT, MD"
1239,"BONUM CREEK, VA"
1240,"POTOMAC RIVER AT MT. VERNON, VA"
1241,"NAN COVE, MD"
1242,"KIPTOPEKE, VA"
1243,"CHERRYSTONE NASSAWADOX AREA, CHESAPEAKE BAY, VA"
1244,"PUNGOTEAGUE CREEK AREA, CHESAPEAKE BAY, VA"
1245,"DYER CREEK, VA"
1246,"OLD PT. COMFORT, BACK CREEK AREA, VA"
1247,"CHUCKATUCK CREEK, VA"
1248,"KITTY HAWK, NC"
1249,"ALBERMARLE SOUND, NC"
1250,"MANNS HARBOR, NC"
1251,"HATTERAS INLET, NC"
1252,"BATH CREEK, NC"
1253,"CHERRY POINT, NC"
1254,"CONTENTNEA CREEK, NC"
1255,"SWIFT CREEK, NC"
1256,"CEDAR ISLAND, NC"
1257,"WINYAH BAY, SC (INCLUDED IN TRAFFIC OF GEORGETOWN HARBOR, SC)"
1258,"SOUTHPORT, NC (INCLUDED IN WILMINGTON HARBOR, NC)"
1259,"CLUBFOOT AND HARLOWE CANAL, NC"
1260,"JEREMY CREEK, SC"
1261,"WADMALAW, SC"
1262,"EDISTO ISLAND, SC"
1263,"BEAUFORT, SC"
1264,"FRIPP ISLAND, SC"
1265,"PARRIS ISLAND, SC"
1266,"CHECHESSEE RIVER, SC"
1267,"TYBEE RIVER, GA"
1268,"BULLOCKS POINT COVE, RI"
1269,"CARVERS HARBOR, ME"
1270,"ESSEX COVE, CT (INCLUDED IN CONNECTICUT RIVER BELOW HARTFORD, CT)"
1271,"HAMBURG COVE, CT"
1272,"WEIR RIVER, MA (INCLUDED IN PORT OF BOSTON)"
1273,"NORTH COVE, CT RIVER, CT"
1274,"KNOWLTONS HARBOR, MA"
1275,"HARBOR OF REFUGE AT SANDY BAY, CAPE ANN, MA"
1276,"SANDY HOOK BAY, NJ"
1277,"ANNISQUAM CANAL (BLYNMAN CANAL) MA"
1278,"LOBDELL CANAL, WILMINGTON, DE"
1279,"BRANDYWINE RIVER, WILMINGTON, DE"
1280,"QUEEN CREEK, VA"
1281,"KING CREEK, VA"
1282,"WORMLEY CREEK, VA"
1283,"MURRELS INLET, SC"
1284,"KING BAY, GA"
1285,"SAMPIT RIVER, SC"
1286,"PEPPER CREEK, DE"
1287,"WATCH HILL COVE, RI"
1288,"NIANTIC BAY, CT"
1289,"MASONBORO INLET, NC"
1290,"ASHAROKEN, LI., NY"
1291,"HARPSWELL SOUND, ME"
1292,"MIDDLE BAY, ME"
1293,"NEW TOPSAIL INLET, NC"
1294,"BEAL AND GREAT WASS ISLANDS, ME"
1295,"ANDREWS RIVER, MA"
1296,"PIG ISLAND GUT, ME"
1297,"HUSSEY SOUND, ME"
1298,"WHEELER BAY, ME"
1299,"WILMINGTON RIVER, GA"
1300,"BACK RIVER, GA"
1301,"VERNON RIVER, GA"
1302,"LITTLE OGEECHEE RIVER, GA"
1303,"FOREST RIVER, GA"
1304,"GROVE RIVER, GA"
1305,"HOOVER CREEK, GA"
1306,"OGEECHEE RIVER, GA"
1307,"MEDWAY RIVER, GA"
1308,"PAMLICO SOUND NC"
1309,"SOUTH EDISTO RIVER, SC"
1310,"ASHEPOO RIVER SC"
1311,"PORT ROYAL SOUND SC"
1312,"JAMESPORT, NY ON LI SOUND"
1313,"SENECA CREEK, MD"
1314,"CAJUGA-SENECA CANAL NY"
1315,"OSWEGO CANAL NY"
1316,"ERIE BARGE CANAL NY"
1317,"OYSTER RIVER, NH"
1318,"SPESUTIE NARROWS, MD"
1319,"NANTUXENT CREEK NJ"
1320,"MAD HORSE CREEK NJ"
1321,"THE THIMBLES, CT"
1322,"CAPE POGE BAY, MA"
1323,"RED BROOK HARBOR, BOURNE, MA"
1324,"LAGOON POND, MARTHA'S VINEYARD, MA"
1325,"REDBIRD CREEK, GA"
1326,"GUNPOWDER RIVER, MD"
1327,"CUNNINGHILL COVE, MD"
1328,"NEAVITT HARBOR, MD"
1329,"WISHART POINT CHANNEL, VA"
1330,"CAPE MAY, NJ"
1331,"CAPE MAY POINT, NJ"
1332,"GOOSE CREEK, SOMMERSET COUNTY, MD"
1333,"CUCKOLD CREEK, MD"
1334,"CHINCOTEAGUE HARBOR OF REFUGE, VA"
1335,"VILLAGE CREEK, SC"
1336,"TASKINAS CREEK, VA"
1337,"LOWER BAY, NY (INCLUDED IN PORT OF NEW YORK)"
1338,"CHIMNEY CREEK, GA"
1339,"WHITE OAK CREEK, GA"
1340,"WHALE BRANCH, SC"
1341,"COLLETON RIVER, SC"
1342,"SHOREHAM, L. I., NY"
1343,"ARCHERS CREEK, SC"
1344,"RUDEE INLET, VA"
1345,"PINPOINT CREEK, GA"
1346,"TURNERS CREEK, GA"
1347,"FAR ROCKAWAY, NY"
1348,"NORTH EDISTO RIVER, SC"
1350,"HOPE CREEK, NJ"
1351,"NORTH CHANNEL, NANTUCKET SOUND, MA"
1352,"ATLANTIC OCEAN OFFSHORE DELAWARE BAY AT 5 FATHOM BANK"
1353,"QUISSETT HBR., MA"
1354,"SENECA CANAL, NY"
1355,"ONONDAGA LAKE, NY"
1500,"BLOCK ISLAND SOUND, RI"
1505,"CHATHAM HARBOR, MA"
1507,"NEW HAVEN HARBOR, CT"
1508,"LAKE CHAMPLAIN, NY AND VT"
1600,"CHESAPEAKE BAY HAMPTON ROADS TO THIMBLE SHOAL"
1620,"ST. SIMONS SOUND, GA"
1800,"OFFSHORE ATLANTIC OCEAN OPPOSITE DRUM INLET, NC"
1801,"OFFSHORE ATLANTIC OCEAN OPPOSITE MASONBORO INLET, NC"
1802,"OFFSHORE ATLANTIC OCEAN OPPOSITE BEACH HAVEN INLET, NJ"
1803,"OFFSHORE ATLANTIC OCEAN OPPOSITE LITTLE EGG INLET, NJ"
1804,"OFFSHORE ATLANTIC OCEAN OPPOSITE GREAT EGG INLET, NJ"
1805,"OFFSHORE ATLANTIC OCEAN OPPOSITE CORSONS INLET, NJ"
1806,"OFFSHORE ATLANTIC OCEAN OPPOSITE TOWNSEND INLET, NJ"
1807,"OFFSHORE ATLANTIC OCEAN OPPOSITE WALLACE CHANNEL, NC"
1808,"OFFSHORE ATLANTIC OCEAN OPPOSITE ROCKAWAY BEACH, NY"
1809,"OFFSHORE ATLANTIC OCEAN OPPOSITE BRIGHANTINE INLET"
1810,"OFFSHORE ATLANTIC OCEAN OPPOSITE MANASQUAM RIVER INLET, NJ"
1811,"OFFSHORE ATLANTIC OCEAN OPPOSITE LEWES-REHOBOTH CANAL, DE"
1812,"OFFSHORE ATLANTIC OCEAN OPPOSITE NEW RIVER INLET, NC"
1813,"OFFSHORE ATLANTIC OCEAN OPPOSITE BOGUE INLET, NC"
1814,"OFFSHORE ATLANTIC OCEAN OPPOSITE HEREFORD INLET, NJ"
1815,"OFFSHORE ATLANTIC OCEAN OPPOSITE BAYHEAD-MANASQUAM CANAL"
1816,"OFFSHORE ATLANTIC OCEAN OPPOSITE OREGON INLET, NC"
1817,"OFFSHORE ATLANTIC OCEAN OPPOSITE LOCKWOOD FOLLY INLET, NC"
1818,"OFFSHORE ATLANTIC OCEAN OPPOSITE SHALLOTTE INLET, NC"
1819,"OFFSHORE ATLANTIC OCEAN OPPOSITE ATLANTIC BEACH CHANNELS"
1820,"OFFSHORE ATLANTIC OCEAN OPPOSITE BRUNSWICK HARBOR, GA"
1821,"OFFSHORE ATLANTIC OCEAN OPPOSITE FAR ROCKAWAY, NY"
1822,"ATLANTIC OCEAN OPPOSITE SOUTH EDISTO RIVER, SC"
1823,"OFFSHORE ATLANTIC OCEAN OPPOSITE TYBEE RIVER"
1824,"OFFSHORE ATLANTIC OCEAN OPPOSITE WILMINGTON RIVER"
1825,"OFFSHORE ATLANTIC OCEAN OPPOSITE RICH INLET, WILM, NC"
1826,"OFFSHORE ATLANTIC OCEAN OPPOSITE ALTAMAHA RIVER"
1827,"OFFSHORE ATLANTIC OCEAN OPPOSITE INDIAN RIVER INLET"
1828,"OFFSHORE ATLANTIC OCEAN OPPOSITE OCEAN CITY HARBOR"
