Party_Name,Total_Tons,Record_Count
"NAD GLOBAL  MS. ESTEFANIA MORALES
PATENTE 3322 LORENZO R. ACIERNO MIL, CHORENATEL 52-229-989-0600 EXT.395E, MAIL ESTEFANIA.MORALESNA",4277.08,62
"CH. DAUDRUY VAN CAUWENBERGHE ET
FILS, RUE GEORGES VAN CAUWENBERGHE, ZONE INDUSTRIELLE DE PETITE SYNTHE, TE59640 DUNKERQUE",4271.01,21
"SUBARU OF AMERICA
ONE SUBARU DRIVE, CAMDEN NEW JERSEY 08103 U.S.A., US, CAMDEN08103",4261.78,10
"CARRIBEX. S.A.
I. RUE BARBANCOURT ROUTE DE L, AEROPORT DELMAS, HAITI HT6120 TEL, 509 37014801PE",4257.2,16
"SEKO LOGISTICS
SEKO LOGISTICS ATTN PATRICIA NYLEN, 300 W. EDGERTON AVENUE SUITE C MILW, T  414-489-0268 F  414-489-0298 PA, TRICIA.NYLEN@SEKOLOGISTICS.COM",4252.72,4
"CEVA LOGISTICS
1333 SOUTH MT. PROSPECT RD, DES PLAINES IL 60018 UNITED STATES, CONTACT  LUKAS RUSNAK, DES PLAINES IL",4251.97,87
"TRINITY, AV PERIMETRAL LADO NORTE Z
NUM EXT. 748 NUM, CP 25680 FRONTERO, PHONE NO (+52) 866-142-23-25,, E-MAIL: MELISSA.GARCIA AT TRINITY.N, T",4250.96,28
"Volkswagen do Brasil Industria de Veiculos Automotores Ltda.
Estrada Marginal Via Anchieta Km. 23.5, Rua Volkswagen 291, Sao Bernardo do Campo, 09823-990, Brazil",4240.82,58
"SEAH STEEL AMERICA, INC.
2100 MAIN STREET, SUITE 100, IRVINE, CA 92614 USA, TEL:949-655-8000FAX:949-655-8030",4240.58,9
"EMO TRANS INC
EMO TRANS INC 20 WEST LINCOLN AVE S, UITE 204 VALLEY STREAM NY 11580 UNI, TED STATES OF AMERICA EMAIL   EMOJF, K-OCEANIMPORT@EMOTRANS",4238.4,4
"ANTHONY GENARO DBA GULF CONTINENTAL
FORWARDING CO LICENSED CUSTOMS, BROKER & FREIGHT FORWARDER, COVINGTON, LA 70435  985-875-0436",4230.0,1
"SIMWON NA CORP
3727 GLOBAL WAY, SAN ANTONIO TEXAS, 78235",4221.04,2
"UTC OVERSEAS INC.
2 NORTH POINT DRIVE STE 200 ATT:, JIM LANGE J.LANGE@UTCOVERSEAS.COM, HOUSTON TX US 77060, 281.301.9874

;

DSV AIR SEA INC. - MIAMI
WARTSILA@US.DSV.COM, unitedstates.customsteam@wartsila.c, MIAMI FL US 33182, 954-253-9279",4220.68,2
"CHS (CENEX HARVEST STATES) INC.
5500 CENEX DRIVE, INVER GROVE HEIGHTS, MN 55077",4218.42,1
"HINO MOTORS SALES MEXICO, S.A. DE
AVENIDA HENRY FORD 259 COL., BONDOJITO, GUSTAVO A. MADERO CDMX,, 07850, MEXICO  TEL (+52) 5552495330, TAX ID   HMS0701119P8",4218.39,17
"NEW HOLLAND HFT JAPAN, INC.
SHINMEI-CHO 1-4-3, TOMAKOMAI, HOKKAIDO, JAPAN                           JP, TOMAKOMAI                053-0055",4213.15,28
"PAGE AND JONES LNC
52 N JACKSON STREET, MOBILE, AL 366, EDIE BYRNE - ACCOUNT REPRESENTATIVE, 251-287-8715, EBYRNE@PAGEJONES.COM

;

GLENCORE LTD - ATTN SYLVIA MALONE
330 MADISON AVENUE NEW YORK, NY 100, SYLVIA.MALONE@GLENCORE-US.COM",4210.24,2
"PAGE & JONES
52 N JACKSON STREET, MOBILE, AL 36602, 251-287-8718",4209.4800000000005,9
"1.MITSUBISHI  MOTORS  NORTH
AMERICA, INC. ATTN: MS. CARMEN  GUI, LLEN 4031  ASPEN  GROVE  DRIVE, 7TH, FLOOR, FRANKLIN, TN  37067 2.HANKYU, TEHANSHIN EXPRESS (USA) INC",4207.9,2
"OPTIMA STEEL INTERNATIONAL
508 S MAIN ST SUITE 504,, ATTN:MATT NEMEC, ZELIENOPLE PA US 16063, 724-452-1623",4206.82,62
"Britannia Refined Metals, Limited
Botany Road, Northfleet, Gravesend, Kent  GB DA11 9BG",4200.0,2
"R.W. SMITH & CO., INC.
201 EVANS ROAD, SUITE 310, NEW ORLEANS, LA 70123, ATTN: REGINA JACOBS",4200.0,2
"R.W. SMITH & CO., INC.
201 EVANS ROAD SUITE 310, NEW ORLEANS, LA 70123, ATTN: REGINA JACOBS, TEL: 504-733-5515",4200.0,2
"R.W. SMITH & CO., INC.
201 EVANS ROAD, SUITE 310 NEW ORLEANS, LA 70123, ATTN: MATHEW WEST, TEL: 281-590-5959",4200.0,1
"RW SMITH
3030 GREENS RD, HOUSTON, TX 77032, E-MAIL: LROWLETT@RWSMITH.COM",4199.93,8
"AAK USA INC
499 THORNALL STREET 5TH FLLOE, EDISON NEW JERSEY 08837",4198.3,8
"OCI INTERNATIONAL INC.
11767 KATY FREEWAY, SUITE 1140, HOUSTON, TX 77079 U.S.A",4192.2,2
"DAIMLER SOUTH EAST ASIA PTE LTD
29-01 CENTENNIAL TOWER, 3 TEMASEK AVENUE, SINGAPORE 039190SG, SINGAPORE                608531",4191.86,51
"TEMSA NORTH AMERICA INC
4501 NORTH ACCESS ROAD, CHATTANOOGA, TN  37415, EMRAH.TOKGOZ TEMSA.COM, CHATTANOOGA TN",4189.96,28
"DA HINOJOSA SA DE CV
GOLFO DE CALIFORNIA NTE KM 0 480, PUERTO INDUSTRIAL ALTAMIRA, TAMAULIPAS  89603 MEXICO",4189.18,2
"PGM QUIMICOS S. DE RL DE CV
ARISTOELES 77, PISO 5 OF 518, COL. POLANSO IV SECCION,, MIGUEL HIDALGO, CIUDAD DE MEXICO",4186.0,2
"TO THE ORDER OF ATLANTIC TRADING
AND MARKETING INC 1201 LOUISIANA, STREET SUITE 1400 HOUSTON TX USA, 77002",4184.94,1
"DACERO S.A. PI DE C.V.
Av. Lazaro Cardenas No. 2333, Col. Valle Oriente, Garza García, Nuevo Leon, 66269, Mexico",4184.93,1
"AJU STEEL MEXICO SA DE CV
CALLE COLINAS 11683 PARQUE, INDUSTRIAL EL GLORIDO SECC. COLINAS, TIJUANA, TEMX",4183.2699999999995,9
"SEAH STEEL AMERICA, INC.
2100 MAIN ST STE 100,, IRVINE, CALIFORNIA, 92614, USA",4176.44,2
"MAZDA CANADA INC,
55 VOGELL ROAD,, RICHMOND HILL, ONTARIO, TAX ID  103578340RM0001, RICHMOND HILL ON",4176.16,2
"ACIER WIRTH STEEL
1 WESTMOUNT SQUARE, SUITE 200, MONTREAL, QUEBEC, CANADA H3Z2P9",4175.26,2
"JFE SHOJI TRADE AMERICA
301 E. OCEAN BLVD, SUITE 1750, LONG BEACH, CA  90802  UNITED STATE",4172.98,10
"HYUNDAI MOTOR DE MEXICO S. DE R.L.
ANTONIO DOVALI JAIME 70TORRE D 10 C, OL.SANTA FE DEL.ALVARO OBREGON DIST, RITO FEDERALC.P. 01210 M",4170.48,24
"R.W SMITH AND CO., INC. P.O. BOX 60
TX 77205 PH: 281-590-5959 ATTN BOBB, EMAIL: BGARCIA(AT)RWSMITH.COM AND, MASTER PIPE DISTRIBUTION COMPANY, L, AVENUE, SUITE 790,   LOS ANGELES",4162.8,8
"ROYAL CANADIAN STEEL INC.
ROYAL CANADIAN STEEL INC. 70 TITAN, RD  BRAMPTON ON L6T 4A3 BRAMPTON ON, L6T 4A3 CA, BRAMPTON ONL6T 4A3 CA",4157.1,2
"OPTIMA STEEL INTERNATIONAL LLC
508 S MAIN ST SUITE 504 ZELIENOPLE, PA 1606",4153.0,14
"PARIA FUEL TRADING COMPANY LIMITED
9 QUEEN S PARK WEST PORT OF SPAIN, TRINIDAD",4149.0,1
"HANWA STEEL SERVICE MEXICANA
AUTOPISTA QUERETARO-IRAPUATO, KM 35+500, AV.CELAYA NO.105, APASEO EL GRANDE, GUANAJUAT 38160, TEMX",4144.92,29
"UTC OVERSEAS, INC.
2 NORTHPOINT DRIVE #200, HOUSTON,TX 77060, TRACY LABREE, 713-422-2825",4144.75,3
"MERICHEM COMPANY
5455 OLD SPANISH TRAIL, HOUSTON,, TEXAS 77023 USA, TEL: 713 409 3182",4139.38,2
"INTEGRA US MARKETING LLC
5075 WESTHEIMER ROAD SUITE 790, HOUSTON TX 77056 USA",4137.8,4
"ICO (INTERNATIONAL CAR OPERATORS)
MARGARETA VAN OOSTENRIJKSTRAAT 1,, 8380 ZEEBRUGGE, BELGIUM",4136.96,76
"PAGE AND JONES INC
52 N JACKSON STREET, MOBILE, AL 366, EDIE BYRNE - ACCOUNT REPRESENTATIVE, EBYRNE@PAGEJONES.COM

;

GLENCORE LTD - ATTN SYLVIA MALONE
330 MADISON AVENUE NEW YORK, NY 100, SYLVIA.MALONE@GLENCORE-US.COM",4127.740000000001,6
"RUSSELL A FARROW US INC
PO BOX 2809 155 12TH ST SUITE 100, BLAINE WA 98230",4119.61,3
"DARTRANS
1107 NORTH POINT BLVD, SUITE 226, BALTIMORE MD 21224 US",4111.23,130
"ICF CUSTOMS SERVICES
8709 KILLAM INDUSTRIAL BLVD, LAREDOTX 78045, US, TE956-589-0253",4108.98,3
"MOTORAMBAR, INC., WEST GATE,
INDUSTRIAL PARK, CAL, PALMAS, CATANO, PUERTO RICO 00962",4106.02,18
"GLOBAL OIL TERMINALS, LLC
800 BRAZOS SUITE 400, AUSTIN TX, US",4105.0,1
"Trade Zone Operations, Inc.
P.O. Box 41458, Long Beach CA US 90853",4100.28,6
"PAGE AND JONES
52 N. JACKSON ST., MOBILE, AL 36602 EDIE BYRNE, EBYRNE@PAGEJONES.COM, 251-287-8715",4099.09,8
"ROSER CUSTOMS SERVICE INC
ROSER CUSTOMS SERVICE INC 400 E. 13, TH STREET BROWNSVILLE  TEXAS 78520, ATTN   DAVID TORRES - DTORRES@ROSER, 956-546-5544",4084.6,16
"TRADE ZONE OPERATIONS
5650 ARCTURAS ROAD, ZONE ADMINISTRATOR,SHELLIE GRIFFITH, OXNARDCA 93033, TEUS",4083.86,2
"PANASONIC ENERGY CORPORATION OF NOR
10900 S CLAY BLAIR BLVD, OLATHE, KS, 66061-1301, USA, OLATHE KS US",4080.38,15
"VALLS INTERNATIONAL INC
210 S. CARANCANUA STREET SUITE 600, CORPUS CHRISTI, TX 78401, TE3618844096",4080.34,2
"GEO. WM. RUEFF  INC
GEO. WM. RUEFF  INC ATT  CLAUDIA ME, LAN 2709 RIDGELAKE DR.  SUITE 200., METAIRIE  LA 70002.  PHONE  (504) 5, CLAUDIA MELAN CLAUDIA.MELAN@GWRUEF",4078.36,2
"TOTALENERGIES MARKETING PUERTO RIC0
SANTANDER TOWER, SUITE 1508, B-7 TABONUCO STREET, GUAYNABO 00968 PR",4078.0,2
"GEO. WM. REUFF, INC
2709 RIDGELAKE DR, SUITE 200, ATTN: CATHY FINN, METAIRIELA 70002, TEUS",4077.97,1
"NAD GLOBAL S.A DE C.V.
CALLE VOLCAN MALINCHE NO. 206, COL., ISLA DEL CAYACAL, PARQUE DE LA, PEQUENA Y MEDIANA INDUSTRIA, LAZARO, CARDENAS MICHOACAN, MEXICO",4069.09,11
"R.W. SMITH ANDCOMPANY, INC.
3030 GREENS RD., HOUSTON, TX 77032, T: 281-590-5959, F: 281-590-2233",4067.48,8
"CNH INDUSTRIAL AMERICA LLC
SN SN 700 STATE STREET, RACINE WI US",4067.0099999999998,70
"TOTAL ENERGIES MARKETING PR CORP
SANTANDER TOWER, SUITE 1508, B7 TABONUCO ST, GUAYNABO, PR 00968",4065.76,1
"KRATON CORPORATION
15710 JOHN F. KENNEDY BLVD., SUITE 300, HOUSTON TX77032 US

;

BDP INTERNATIONA
4690 WORLD HOUSTON PARKWAY, HOUSTON TX77032 US",4062.0,2
"AXXESS INTERNATIONAL INC
100 WALNUT STREET USA CHAMPLAIN NY, 12919",4060.63,10
"VOLKSWAGEN GROUP JAPN KK
IMPORT CENTER TOYOHASHI, 5-11 AKEMI-CHO, AICHI-KEN 441, TOYOHASHI, TEJP",4059.0600000000004,10
"SOLUCIONES MIMEX S DE
R.L DE C.V. AVE. DAVID ALFARO, SIQUEIROS 104A OFICINA 8D,, TORRE VAO 2 COL. DEL VALLE, TESAN PEDRO GARZA GARCIA NUEVO LEON",4055.0,1
"NTG Air Ocean, LLC
Att. Trine Schmidt, Peachtree City GA US 30269",4054.16,2
"BUNGE LODGERS CROKLAAN
24708 W. DURKEE ROAD CHANNAHON, IL., 60410 - U.S.A. ATTN: ASHLEY, ROBINSON - TEL:  1 314 292 2287",4053.58,4
"GEODIS USA, Inc.
8210 Humble-Westfield Road Suite, 100, Houston TX US 77338",4053.54,2
"DARLENE JOHNSON
IMPORT MANAGER D.J. POWERS COMPANY,, 205 ST. LOUIS STREET MOBILE, AL, 36602 251-300-3783 DARLENE.JOHNSON",4048.48,2
"DONGKUK INTERNATIONAL,INC.
19750 MAGELLAN DRIVE, TORRANCE, CA 90502",4048.06,24
"HANWA STEEL SERVICE MEXICANA,
QUERETARO-IRAPUATO,, KM 35+500, AV. CELAYA NO. 105,, PARQUE INDUSTRIAL AMISTAD BAJIO,, 38160, APASEO EL GRANDE",4046.2799999999997,28
"ZMJ AMERICA INC.
885 PITTSBURGH RD BUTLER, PITTSBURGH PA US 16002, 724- 363-4000",4046.06,2
"THUNDERBOLT GLOBAL LOGISTICS, LLC
3500 BOSTON STREET SUITE 323, BALTIMOREMD 21224, US",4043.8199999999997,8
"Mercasid, S.A.
Maximo Gomez Ave. 182, Santo Domingo, Dominican Republic",4042.0,2
"GS GLOBAL (U.S.A) INC
17785 CENTER COURT DR.SUITE 260, CERRITOSCA 90703",4041.98,2
"SHELL CHEMICAL LP
150 ASHFORD RD, HOUSTON, TX 77079",4040.0,2
"THOR AIR FREIGHT CORP
2545 HEMPSTEAD TURNPIKE SUITE 302, EAST MEADOW NY 11554 USA",4036.48,4
"HUSTEEL USA INC.
2222 GREENHOUSERD,, 500, HOUSTON, TX 77084, TEL : 281-497-6784 FAX : 281-497-67, A",4034.45,5
"NMT USA INC
150 SECOND AVE N, SUITE 690, ST PETERSBURG FL33701 USJASON MAINTZER",4031.91,102
"DARLENE JOHNSON
IMPORT MANAGER,D.J POWERS COMPANY, INC., 205 ST LOUIS STREET MOBILE,, AL 36602 251-300-3783",4031.84,2
"SUMISHO GLOBAL LOGISTICS USA CORP
1979 MARCUS AVENUE, SUITE 220, LAKE SUCCESSNY 11042, TEUS",4031.73,13
"SHINSHO AMERICAN CORPORATION
26200 TOWN CENTER DR STE 220, NOVI, MI 48375",4031.71,74
"721 LOGISTICS LLC
399 MARKET STREET, SUITE 220, PHILADELPHIA, PA 19106, 215-667-9797",4029.94,2
"THUNDERBOLT GLOBAL LOGISTICS  LLC
THUNDERBOLT GLOBAL LOGISTICS  LLC 1, 501 ST. PAUL STREET  SUSITE 127 BAL, TIMORE  MD 21202  USA PHONE (410) 6, 33-2722 IMPORT@THUNDERBOLTGLOBAL.CO",4029.7200000000003,32
"WILMAR OLEO NORTH AMERICA, LLC
11233 SHADOW CREEK PKWY, SUITE 250, PEARLAND, TX 77584",4023.94,2
"GEO WM RUEFF INC
2709 RIDGE LAKE DRIVE SUITE 200, METAIRE LA 70002, ATTN: CLAUDIA MELAN  504 586 8994",4023.38,8
"POLARIS
6035 CASTLE COAKLEY. SUITE 02, CHRISTIANSTED 00820 US",4020.0,2
"DARLENE JOHNSON IMPORT MANAGER
D J POWER COMPANY INC, 205 ST. LOUIS STREET, MOBILE, AL 36602",4017.54,6
"TRANS-OVERSEAS CORP
28000 GODDARD RD, ROMULUS, MICHIGAN 48174, T 734 946 9810",4016.7599999999998,8
"UTC OVERSEAS INC 2 NORTHPOINT
DR #200 HOUSTON TX 77060 JAYNETTE, (JAY JAY) KETTLER D: +1.713.422., 2802 C: +1.832.566.2149 J.KETTLER",4015.0,42
"MS: PRISCILLA MELAN
GEO. WM RUEFF INC, 2706 RIDGE LADE DRIVE SUITE 200, T: 504 586 8994",4014.5,4
"SEAH STEEL AMERICA, INC.
2100 MAIN STREET, SUITE NO. 100, IR, - HJ LEE COMPANY INC. DBA LEE COMPA, 14452 S AVALON BLVD GARDENA, CA 902, TEL) 310-417-6300,   FAX) 310-41 7-",4013.2,2
"GEODIS USA INC
5101 SOUTJ BROAD STREET, PHILADELPHIA PA 19112 USA",4009.95,4
"GEO WM RUEFF INC
2709 RIDGE LAKE DRIVE SUITE 200, METAIRE LA 70002, T 5047 586 8994",4009.38,4
"STEMCOR USA INC
100 SE 3RD AVE, SUITE 2020,, FORT LAUDERDALE,, HOUSTON, TEFL 33394 USA",4008.38,8
"AMINCO RESOURCES LLC
81 MAIN STREET, WHITE PLAINS NY US 10601",4008.0,2
"CHARTER BROKERAGE LLC
125 PARK AVENUE, NEW YORK NY 10017, METALSATCHARTERBROKERAGE.NET, +1-212-363-9300 FAX: +1-212-363-939",4005.74,2
"CARRIBEX, S.A.
1. RUE BARBANCOURT ROUTE DE, DAEROPORT DELMAR, HAITI HT6120 TEL, 509-3701-4801",4005.2200000000003,12
"GEODIS USA INC
5101 S BROAD ST PHILADELPHIA PA, 19112  1404 UNITED STATES",4004.7,2
"GT COMMODITIES LLC
750 WASHINGTON BOULEVARD, 5TH FLOOR, MELKADYATGERALD.COM, PH 203-609-8429",4004.66,8
"BWC TERMINALS LLC
1111 MAIN DOCK ROAD 77052 0000, TEXAS CITY USA",4004.44,2
"CH ROBINSON INTERNATIONAL
9045 RIVER ROAD SUITE 325 INDIANAPO, DEE.WLASATCHROBINSON.COM, 317-241-2100 X6015",4003.7799999999997,6
"WILHELMSEN PORT SERVICES, INC.
9400 NEW CENTURY DR, PASADENA TX 77507",4003.49,126
"HUILERIES HAITIENNES, S.A.
PORT AU PRINCE, HAITI ATTN: EDWIGE, MARS PHONE: 509-2815-0000",4003.2,8
"BIOSPHERE FUELS LLC
10601 NORTH PENNSYLVANIA, ATTN: DEE LEJARAZO, OKLAHOMA CITYOK 73120",4002.24,1
"BUNGE LODERS CROKLAAN LLC
24708 W DURKEE ROAD, CHANNAHON, IL, 60410 -USA MICHAELFARLEY 636 292, 2484 MICHAEL.FARLEY@BUNGE.COM",4002.0,4
"ITOCHU CHEMICALS AMERICA INC.
750 TOWN & COUNTRY BLVD. STE 600, HOUSTON, TEXAS 77024",4002.0,4
"BDP INTERNATIONA
4690 WORLD HOUSTON PARKWAY, HOUSTON TX77032 USJOHN TOBAR TE281-775-2297",4002.0,2
"R.W. SMITH & CO., INC.
201 EVANS RD., SUITE 310 NEW ORLEAN, LA 70123 ATT: NIGEL LUNSFORD, TEL: 281-590-5959",4001.9,2
"LMG WORLD LLC
450 OLD PEACTREE RD NW SUITE 103, SUWANEE GA 30024",4001.62,2
"BWC TERMINALS LLC
1111 MAIN DOCK ROAD, TEXAS CITY, TX 77592",4001.14,2
"DJ POWERS COMPANY INC.
5000 PARKWAY BUSINESS CENTRE DR., STE. 1000, SAVANNAHGA 31405, TE843 284 2921",4000.66,1
"GOMSA INTEGRADORA SAPI DE CV
GIN140609RE5 RIO TAMESI NO, 110-111 COL PUERTO INDUSTRIAS, DE ALTAMIRA TAMPS 833162040",4000.24,6
"INEOS NITRILES USA LLC
PORT OF LAVACA POINT COMFORT TX USA",4000.02,1
"CV International, Inc. (CVI)
1128 West Olney Road   Norfolk, VA, 23507   USA P 757.466.1170  Ext, Norfolk, VA US 18685-900",4000.0,2
"INOVYN AMERICAS INC
2600 SOUTH SHORE BLVD, LEAGUE CITY TX77573 US

;

DL TRADING C/O CHARTER BROKERAGE LL
125 PARK AVE 18TH FLOOR, NEW YORK CITY NY10017 US",4000.0,2
"IMERYS PERLITE USA INC
C/O HOST AGENCY LLC, 2200 BROENING HWY ST 102, BALTIMORE MD 21224",4000.0,1
"AMERICAN AIRLINES, INC.
1 SKYVIEW DR., FORT WORTH, TX 76155",4000.0,1
"YIBIN HIEST FIBRE LIMITED
YIBIN HIEST FIBRE LIMITED CORPORATI, ON NANGUANG YANPINGBA  YIB CHINA",4000.0,2
"DAE KYUNG OIL AND TRANSPORTATION CO
115-6 BUKJUNG-DONG, YANGSAN-SI, KYOUNGNAM, TEKR",4000.0,4
"ARCHER-DANIELS MIDLAND COMPANY
4666 Faries Parkway, Decatur, Illinois, 62526, United States",4000.0,8
"MOLINOS DE PUERTO RICO
PO BOX 364948, SAN JUAN PUERTO RICO",4000.0,1
"MITSUI & CO (USA) INC
200 Park Avenue, New York, New York, 10166, United States",4000.0,2
"VENTURA FOODS LLC
40 POINTE DR BREA CA 92821, ATT: ALEXIS MAYS 714-257-3988",4000.0,8
"Cargill Japan Limited
2-3, Marunouchi 3-Chome, Chiyoda-ku, Tokyo, 100-0005, Japan",4000.0,2
"CHARTER BROKERAGE LLC
125 PARK AVENUE,NEW YORK, NY 10017, METALSATCHARTERBROKERAGE.NET, TEL: +1-212-363-9300 FAX: +1-212-36",3999.92,4
"VENTURA FOODS LLC
40 POINTE DR., BREA, CA 92821 CONTACT:, ANDY SEAGREN (714) 325-0254",3999.86,8
"GT COMMODITIES LLC
750 WASHINGTON BOULEVARD, 5TH FLOOR, STAMFORD CT, 06901, CONTACT: MO. ELKADY",3999.82,2
"STOLTHAVEN NEW ORLEANS L.L.C.
2444 ENGLISH TURN ROAD BRAITHWAITE,, LOUISANA 70040 USA TEL: 1 504 494, 204 2ND NOTIFY: PAGE & JONES, INC, TE52 N JACKSON ST MOBILE AL 36602",3999.64,2
"BUNGE LODERS CROKLAAN
24708 W DURKEE ROAD-CHANNAHON, IL 60410, U.S",3999.13,1
"PORT OF OSWEGO AUTHORITY
PORT OF OSWEGO AUTHORITY, OSWEGO, NY 13126 - USA",3999.1,2
"SEAHSTEEL AMERICA INC
2100 MAIN ST SUITE 100, IRVINE CA  US",3998.8,2
"SEAH STEEL AMERICA INC
2100 MAIN ST SUITE 100, IRVINE CA  US",3998.8,2
"MIDWEST TERMINAL OF TOLEDO, INTERNA
EMAIL: SHIPMENTS@MWTTI.COM, ATTN: STEVE LUCE, PHONE: 419-897-6868 X 201",3998.36,2
"CMS ENERGY
238 WEST LOCKWOOD ROAD, COLDWATERMI, US",3998.3,2
"DARLENE JOHNSON IMPORT MANAGER D.J.
INC., 205 ST LOUIS STREET MOBILE, DARLENE.JOHNSOATDJPOWERS.COM, 36602 251-300-3783",3998.1400000000003,8
"PAGE AND JONES INC
52 N JACKSON STREET,, MOBILE, AL 36602, EMAIL: EBYRNE@PAGEJONES.COM",3997.42,6
"GEODIS
5101 S BROAD STREET, PHILADELPHIA PA 19112 USA",3997.36,6
"IMTT BAYONNE CHEM SOUTH
250 E 22ND ST, 07002-5052 BAYONNE,, USA 2. BDP INTERNATIONAL, 51 WALNUT, ST, FL 3, 19106-3690 PHILADELPHIA,, TEUSA TEL: 215.629.7546 FAX",3997.34,2
"BWC TERMINALS LLC,
111 MAIN DOCK ROAD, 77592-0000, TEXAS CITY, USA 2. BDP, INTERNATIONAL, 51 WALNUT ST, FL 3,, TE19106-3690 PHILADELPHIA, USA TEL",3997.34,2
"MIDWEST TERMINAL OF TOLEDO, INTERNA
3332 ST. LAWRENCE DRIVE, TOLEDO, OH 43605 - USA, E-MAIL: SHIPMENTS@MWTTI.COM",3996.58,4
"GEORGE E. WARREN
3001 OCEAN DRIVE, STE 203, VERO BEACH FL32963 US",3994.0,2
"GEODIS THE NAVY YARD
5101 S BROAD STREET, PHILADELPHIA PA 19112 1404 USA",3993.4,4
"GEODIS THE NAVY YARD
5101 S BROAD STREET, PHILADELPHIA PA 19112 USA",3993.4,4
"TSRC SPECIALTY MATERIALS LLC
12012 WICKCHESTER LANE, HOUSTON TX77079 US",3988.0,4
"BDP INTERNATIONAL INC. EXXON TEAM
4690 WORLD HOUSTON PKWY, HOUSTON, TX 77032, ANGELA MAY / 281-233-4735",3985.64,2
"TURKISH PETROLEUM OFF-SHORE
TECHNOLOGY CENTER ANONIM SIRKETI, OTO NO:3A C KAPI NO:7 ATA, ISTANBUL POSTAL: 34752",3985.0499999999997,3
"R.W SMITH AND CO., INC. P.O. BOX 60
HOUSTON, TX 77205, PH: 281-590-5959 ATTN BOBBY GARCIA,, EMAIL: BGARCIA(AT)RWSMITH.COM AND, SDB STEEL& PIPE 11  200 RICHMON D",3984.2,2
"1)EXPEDITORS INT L PH:310-343-6263
FX:310-649-2982 ATT:P.PANANUSORN, 2)SAME ASCONSIGNEE, 3)LOS ANGELES VPC, LOS ANGELES          CA          US",3983.4800000000005,10
"STEEL HUB PUERTO RICO INC.
3295 E MAIN ST, DANVILLE IL US 61834",3983.04,6
"COMERCIALIZADORA CENTRURYRECYCLING
CIRCUITO PLAZA ESMERALDA,, 2DO PISO NO. EXT. 9 NO. INT. OFIC 8, ATIZAPAN DE ZARAGOZA C.P. 52930 EST",3978.94,2
"MOTORAMBAR, INC., WEST GATE, INDUST
RIAL           PARK, CALLE 2 ESQ. 3, PUERTO RICO 00962",3978.62,8
"HANWA AMERICAN CORP.
HANWA AMERICAN CORP. 18300 VON KARM, AN AVE.  SUITE 450  I ATTN  JOYCE T, AM JOYCE-TAM(AT)HANWA. HUI-LIU(AT)H, ANWA.CO.JP (T) 832-537-0147",3977.12,32
"GEODIS
5101 S BROAD STREET, PHILADELPHIA PA 19112   USA",3971.46,2
"GEODIS
5101 S BROAD STREET, PHILADELPHIA PA 19112-1404 USA",3970.94,4
"1  PUSAN PIPE AMERICA, INC. (DBA SE
2100 MAIN STREET, SUITE 100, IRVINE, 2-CUSTOM BROKER: CONNIE KIM, CONNIE.KIM@FRONTIER-LOGISTICS.COM, FRONTIER LOGISTICS   14439 S AVA LO",3970.04,3
"SCHENKER OF CANADA LIMITED
5935 AIRPORT ROAD  9TH FLOOR, TORCUSTOMSOCEAN@DBSCHENKER COM, MISSISSAUGA ON CA",3968.88,2
"R.W. SMITH AND COMPANY, INC.
3030 GREENS RD., HOUSTON, TX 77032, T: 281-590-5959, F:281-590-2233",3968.56,10
"TRANS OVERSEAS
28000 GODDARD ROAD USA 48174, ROMULUS MI USA",3968.31,18
"PENTHOL LLC
WILLIAMS TOWER, 2800 POST OAK BLVE STE 5110, HOUSTON TX77056 US",3966.0,2
"INTERMETAL REBAR LLC
10800 BISCAYNE BLVD. STE 870, MIAMI, UNITED STATES",3966.0,6
"1)EXPEDITORS INT L PH:310-343-6263
FX:310-649-2982 ATT:P.PANANUSORN, 2)SAME AS CONSIGNEE, 3)ELIZABETH VPC, ELIZABETH            NYUS",3965.06,8
"GALVANIZADORA INDUSTRIAL
SALVADORENA, S.A. DEC.V., BOULEVARD DE LOS PROCERES, EDIFICIO, GALVANISSA 3 NIVEL, SAN SALVADOR,, ELSALVADOR PHONE:   (503) 2349- 05",3964.08,2
"V. ALEXANDER AND CO., INC.,
22, Century Boulevard, Nashville, Tennessee, 37214, United States

;

PASHA STEVEDORING AND TERMINALS
802, S. FRIES AVENUE, EAST BASIN,, PORT OF LOS ANGELES, WILMINGTON CA US 90744, 310 835 5042",3961.75,31
"E BROKERAGE SERVICE INC
3050 POST OAK BLVD STE  444 HOUSTON, TX",3960.0,2
"1)EXPEDITORS INT L PH:310-343-6263
FX:310-649-2982 ATT:P.PANANUSORN, 2)SAMEAS CONSIGNEE, 3)BRUNSWICK VPC, BRUNSWICK            GA          US",3955.54,30
"RALPH ALBURY INTERNATIONAL SHIPPING
AGENCY LTD FREEPORT GBI FREEPORT, HARBOURCOMPLEX BUILDING NO 2 SUITE, 9 FREEPORT GRAND BAHAMA 40302",3955.46,4
"SURFACE DEPLOYMENT & DISTR COMMAND
709 WARD DRIVE SCOTT AFB BLD 1990, IL IL            62225     US",3954.09,1
