Party_Name,Total_Tons,Record_Count
"Ajin Industrial Co., Ltd.",2536.48,6
Huaibei Xinxing Huangyuan New,2531.9,1
Nobian Industries Chemicals Bv,2530.0,2
Can Pro Ingredients Ltd.,2501.1,14
M T Nord Sustainable,2500.9,2
Ingenio Central Azucarero Jiboa Sa,2500.0,1
Ingenio La Magdalena S.A. De C.V.,2500.0,1
Pt Giliandra Perkasa,2499.93,2
Pt Global Amines Indonesia,2499.84,4
Cyd International S.A.,2495.66,117
Aceites Garcia De La Cruz,2494.98,11
Blue Trade Comercial Exp. E,2493.92,4
Kofo Bv Tractor Centre,2492.96,40
Compania Industrial Azucarera San,2492.75,1
"Fortune Electric Co., Ltd.",2487.1,24
Austral Oils America Ltda,2481.7400000000002,9
"Bollore Logistics China Co., Ltd.",2478.63,5
Cosmetique Active International,2477.99,201
Pt. Pancasamudera Simpati,2475.0699999999997,37
Sucden Ci,2475.0,14
Ineos Oxide,2472.0,4
Audi Mxico S.A. De C.V.,2466.2400000000002,74
Orano Nps,2451.84,2
"Bermuda Electric Light Co., Ltd.",2449.0,1
Sun Mermer Tur. Tic. Ltd. Sti.,2448.0,1
Technip Norge As,2446.76,2
0001 Av Hhc Hhc Combat Avn,2444.13,21
Zeppelin Baumaschinen Gmb H,2439.26,118
Pointer Investment (Hk.) . Ltd.,2436.5,2
Swlft Argentina S.A.,2435.88,2
Pt. Bintang Gasing Persada,2429.83,24
Phillips 66 International Trading,2428.0,2
Fracht Do Brasil Logistica Ltda,2426.2,14
"Jeil M&S Co., Ltd.",2420.71,29
Sh Audi Mexico Sa De Cv,2418.33,53
John Deere Walldorf Gmb H&Co.Kg,2416.88,50
Cnh Industries Brasil Ltda,2413.41,51
Seven Seas,2410.37,25
Bell Equipment Company Sa (Pty) Limited,2408.88,15
Msc Divina,2408.22,136
Hexion Vad B.V.,2408.0,2
Bridge Petroleum 1 Ltd.,2405.0,1
Basf Polyurethanes Gmb H,2401.6,2
Exportadora Del Atlantico,2401.42,3
Celena Alimentos Sa,2399.7,2
Intercontinental Specialty Fats Sdn,2398.92,4
Samha Sewon Hightech Vehicle,2382.88,1
Fast Loccitec S A De C V,2379.22,32
Fca Usa ( Low Sulphur Surcharge),2377.88,4
Nippon Express De Mexico Sa De Cv,2377.44,2
Agroindustrias Solcace Sac,2376.0,2
Caterpillar (Qingzhou) Ltd.,2370.7799999999997,128
Furukawa Rock Drill,2369.95,71
Keestrack Cz,2368.9,61
Frey A S,2358.16,2
Bonne Nature Smc Ltd.,2356.58,17
Komptech Farwick Gmb H,2352.62,106
Wartsila Finland Oy Energy Business,2338.14,4
Imt International S.P.A,2336.7200000000003,48
Wp Fresh Distributors (Pty) ) ) Ltd.,2328.84,8
Larpen Inernational Trading Ltd.,2326.96,5
"Ngu Surimix Co., Ltd.",2323.1,46
Tubacex Service Solutions,2320.2599999999998,256
Tianjin New Asia Prosperity,2317.04,2
Marinetek Adriatic D.O.O.,2316.98,4
Borges Industries De Madeiras,2310.76,5
Liberty Steel Hartlepool,2306.88,3
Aceites Canoliva Sl,2303.56,8
Global Prime Brasil Com Exportadora,2302.94,16
Aktien Gesellschaft Der,2299.83,9
Seaway 7 Germany Gmb H,2288.31,4
Prolec Ge Brasil Transmissao De Energia Sa,2285.92,8
Pinas Organicas Del Bosque S.A,2279.35,137
Stolt Tank,2279.08,69
Atlas Copco Airpower Nv,2268.55,204
Island Steel Fabricators,2267.96,1
Voestalpine Giesserei Linz Gmb H,2266.86,28
Liebherr Mcctec Rostock Gmb H,2263.71,6
Changan International Corporation,2262.88,19
Nt Liftec Oy,2257.65,11
Global Metal & Investment Hk,2255.36,2
Tunihuile S.A.R.L.,2250.0,7
Refineria Del Centro Sa,2249.08,4
Caterpillar Americas Sarl Route De Frontenex 76,2248.96,64
Vdl Van Hool Belgium Bv,2239.94,16
Intl Feed,2238.63,10
Seametal San Ve Dis Tic,2236.04,12
"Datong Metals Co., Ltd.",2227.67,13
Industeel France Site Loire,2226.9300000000003,25
Ferromac International Nv,2226.21,2
Ktr Cranes,2224.0299999999997,25
Ube Corp.,2219.46,19
"Alexander Marine Co., Ltd.",2213.37,16
"Bondada Green Engineering Pvt., Ltd.",2213.28,2
Bgh Edelstahl Siegen Gmb H,2212.61,33
Skarabogs Traforadling Ab,2202.87,2
Aceutera El Real Sa Rotondo,2200.98,1
Tricon Energy Netherladns B.V.,2199.82,1
Aceitera El Real,2197.79,1
"Eew Korea Co., Ltd.",2190.54,5
Komatsu Industries Corp.,2189.84,112
Randon S.A. Implementos E Participacoes,2170.3199999999997,8
Tatmetal Celik Sanayi Ve Ticaret,2169.9,11
Jan De Nul Nv,2166.71,1
Pushpak Steel Industries,2165.6,2
Hong Kong Jin Lv Industry Ltd.,2165.4900000000002,5
Abb Switzerland Ltd.,2163.5,15
Pt Djambi Waras,2162.9,27
Estalerio Jurong Aracruz Ltda,2159.02,2
Flannery Plant Hire Ltd.,2151.94,39
Ilsung Hisco,2151.81,4
Molenbergnatie Nv Noorderlaan 12 2030 Antwerp Belgium,2141.68,10
Pmb Silicon Sdn. Bhd.,2141.0,5
Celena Alimentos Sa Endereco Rua,2137.26,2
Sicim Canada Ltd.,2136.99,6
Ineos Phenol Gmb H % Ineos Europe,2132.45,1
"Shijiazhuang Jackchem Co., Ltd.",2127.92,24
"Jason Energy Technologies Co., Ltd.",2119.8,11
Bbc Chartering & Logistic,2113.52,33
Island Timberlands Ltd. Partner,2102.3,2
Sansung C And T Corp.,2100.0,4
Janex S.A.,2098.2799999999997,4
Huntsman Holland B.V.,2096.34,1
Pt Sari Duma! Oleo,2090.0,1
Volvo Truck Corporation,2089.58,35
Sumitomo Corp. Korea Ltd.,2086.48,6
"Nippon Trading Co., Ltd.",2084.44,48
Pacific Coast Auto Imp.,2082.56,833
Sasol Germany Gmb H,2079.3,4
Sea Cargo Logistics Sa De Cv,2078.2999999999997,14
Exportadora Los Lirios S.A.,2075.9,31
Snt Energy,2067.7200000000003,5
Pacific Sowa Corp.,2066.7200000000003,31
Howe Sound Pulp And Paper Corp.,2060.2799999999997,4
Eurenco France Groupe Snpe,2056.95,1
Sf Marina Ab,2056.0,6
Thyssenkrupp Hohenlimburg Gmb H,2055.71,26
Wisco Group Xiangyang Heavy,2053.59,5
Dw Invictius,2051.33,18
Probyn Log Ltd.,2034.48,3
Terex South Dakota,2031.34,14
Pt Sengon Indah Mas,2027.69,25
Shimabun Corp.,2021.74,1
Kuehne And Nagel (Ag And Co.) Kg,2016.4,3
Metaldom S.A,2014.6,4
Tetsusho Kayaba Corp.,2014.3,28
Minera Spence Sa,2014.24,4
Sumisho Metalex Corp.,2009.13,76
Yunnan Phosphorus Chemicals Group,2006.0,2
Fertilizers & Chemicals Ltd.,2004.49,1
Alimentos Santa Rosa S.A.,2002.0,2
"Raruthi Engineers Pvt., Ltd.",2001.9,2
Vnsteel Phu My Flat Steel Co.,2001.33,5
Vego Enerj San. Ve Tici Sisternleri,2000.24,1
Kineden Commodities Sa,2000.0,9
Farmosa Plastic Corp.,2000.0,2
"N.K. Protines Pvt., Ltd.",2000.0,2
Totalenergies E&P Uk Ltd.,2000.0,1
Trident Marine,2000.0,4
Ioi Global Sercices Sdn Bhd,1999.25,1
"Kandla Agro And Chemicals Pvt., Ltd.",1998.6,4
Guangxi Nanning Guoshuo,1997.93,1
Cia.Frutera Santa Maria S.A.,1997.71,63
Inpasa Agroindustrial S A,1995.0,3
"Harris Spice Vietnam Co., Ltd.",1994.76,83
Taminco Bvba A Subsidiary Of,1994.0,2
Fergubel Ferro Gusa Bela Vista,1994.0,2
Mannesmann Precision Tubes,1991.99,22
"Jupiter Dye Chem Pvt., Ltd.",1988.0,2
Global Transit,1980.5,3
Ingenio Azucarero Modelo S.A. De Cv,1979.0,1
Dairen Chemical Corporations,1977.68,2
Stenvalls Tra Ab,1973.47,7
Europe Steel Center,1972.74,4
Exser,1962.67,72
Hitachi Energy,1961.58,4
Grob Werke Gmb H & Co Kg,1954.29,42
Agir Global Dis Ticaret As,1952.0,5
Cepsa Quimica S.A.,1939.83,1
Shandong Steel Rizhao International,1937.24,16
Lady B,1935.78,24
Formosa Idemitsu Petrochemical Corporation,1931.3,2
Japan Car Direct,1930.07,1190
Ascometal Les Dunes Sas,1929.07,32
Linde Ag Engineering Division,1928.83,6
John Cockerill Trading (Beijing),1926.22,13
Exportadora Y Comercializadora,1922.0,31
Insugra S.A.,1919.24,3
Yamagin Corp.,1915.23,275
Proyectos Bananeros Del Atlantico S,1909.43,38
Saxon Leasing Co. (Pty) ) ) Ltd. North American Machinery,1908.78,1
Czarnikow Brasil Ltda,1908.4,4
"Itochu Singapore Pte., Ltd.",1901.06,2
"China Railway Shanhaiguan Bridge Group Co., Ltd.",1898.96,4
Grupo Azucarero San Pedro S.A. De,1897.0,1
Toyota Tsusho Corporation,1896.75,24
"Paruthi Engineers Pvt., Ltd. (Unit Ii)",1895.86,2
Market Place Commodities,1892.93,9
Uhy Pipe And Equipment Fze,1892.61,3
Sumitomo Construction,1891.0,12
Rettenmeier Holzindustrie Gmb H,1890.74,1
"Hartree Partners Singapore Pte., Ltd.",1890.0,2
"Ge Power Systems Vietnam Co., Ltd.",1889.05,2
Western Coast Enterprise Ltd.,1889.0,8
Linde Material Handling Gmb H,1881.38,41
Rolls Royce Motor Cars Ltd.,1877.22,86
"Milltech Co., Ltd.",1872.48,1
Putzmeister Concrete Pumps Gmb H,1866.6000000000001,90
"Henan Mingtai Al.Industries Co., Ltd.",1859.6399999999999,20
Cast Con Engineering,1845.9899999999998,11
Cargotec Finland Oy,1845.25,7
Starlite Development International Ltd.,1842.6,24
Pt Komering Jaya Perdana,1838.8899999999999,17
Liugong Machinery Co. (Hk),1835.02,12
"Iljin Electric Co., Ltd.",1830.21,21
Universal Tube And Plastic Industries Ltd,1827.1399999999999,8
Dodaac Cage W51 D14,1823.33,8
Alfons Koester & Co Gmb H,1822.0300000000002,10
Seah Steel Vinacorporation,1819.2,2
Exportadora Maitenal Limitada,1815.57,51
Msc Magnifica,1815.33,259
Tristao Companhia De Comercio Exter,1815.01,15
Riviera Australia (Pty) ) Ltd.,1811.0,53
D S Norden A S,1809.06,20
Liberty Bell Bay (Pty) ) Ltd.,1800.0,2
Pt Pantja Surya,1799.84,20
Toray International Singapore Pte L,1799.4,4
"Vm Industry Co., Ltd.",1795.1799999999998,2
"Desmet Shanghai Co., Ltd.",1790.96,4
Usina Sao Domingosacucar E,1785.03,1
Shi Fw Energia Fakop Sp. Z.O.O.,1783.45,4
Canox Corporation,1782.88,6
Noble Corp.,1780.8799999999999,74
Bahri Logistics,1780.0,2
Agricola San Luis De Yaquil S.A.,1777.4099999999999,65
Bonatti Canada Construction Inc.,1776.2,2
Contitech Australia (Pty) ) Ltd.,1776.0,8
Agco Internationalgmbh,1774.68,7
Chin Fong Machine Industrial,1773.08,4
Privi Speciality Chemicals Ltd.,1770.0,89
Pep Moveis E Madeira Ltda,1768.95,3
Andritz Hydro Gmb H,1768.57,27
Exportadora Geofrut Ltda,1765.12,82
Tana Oy,1764.96,36
Lausant Global Sa De Cv,1764.29,120
Dtx Inc.,1763.55,1
Borges Inda Stria De Madeiras Ltda,1760.02,10
0040 Ar Hq Co Stb Div,1759.82,8
Anshan Zizhu International Trd Co.,1759.1599999999999,4
Geodis Sco Netherlands Bv,1752.88,76
K And I Tubular Corp.,1748.7,109
"Sewon Precision Industries Co., Ltd.",1746.86,4
"Ihi Infrastructure Asia Co., Ltd.",1744.72,4
Tianjin New Asia Prosperity Proprie,1744.12,1
Loire Safe,1744.0,7
Scania Nederland B.V.,1743.8,52
Pt Ldc Trading Indonesia,1738.1000000000001,16
Eukor Car Carriers Inc. Eukor Non,1736.28,2
Citrus Development,1735.91,27
Alcatel Submarine Networks,1731.9299999999998,4
"Niigata Machine Techno Co., Ltd.",1731.66,58
Expeditors Finland Oy (Hel),1731.64,38
Mc Closkey International Ltd.,1728.44,48
Eneos Americas Inc.,1726.86,2
Tubos Deacero De Mexico,1724.78,4
Agencia Maritima Global Marglobal S,1720.0,2
Magnesita Mineracao Sa,1714.12,4
Mitsui & Co. Plant Systems Ltd.,1710.49,23
Daimler India Commercial Vehicles P,1709.94,6
Pt . Olam Indonesia,1709.23,19
"John Deere (Tianjin) Co., Ltd.",1705.78,24
Am North America International Llc,1704.6000000000001,6
Koil Metals Llc,1704.58,4
"Langfang Lanxing Imp. & Exp. Co., Ltd.",1703.43,3
Keck Sen (Malaysia) Berhad,1699.3,2
Komatsu Europe International N.V.,1696.18,37
Mt Eagle Tampa,1692.07,76
Hugo Trumpy Srl,1690.1,14
Bronto Skylift Oy Ab,1687.04,48
Hangzhou Sino Eagle,1685.7,70
Exportadora Frutas Del Huerto Ltd.,1672.7,60
Pt. Lingga Djaja,1671.28,9
Distribution Management Office,1669.63,66
Hyundaicorporation Head Office,1669.26,2
"Sebang Metal Trading Co., Ltd.",1666.6799999999998,12
Unicafe Companhia De Comercio Exterior,1663.7199999999998,9
Goldhofer Aktiengesellschaft,1663.12,53
"Himile Mechanical Science And Technology Co., Ltd.",1658.2,42
"Godrej & Boyce Mfg. Co., Ltd.",1655.75,11
Sociedad Elaboradora De Aceites Sed,1655.5,15
Cgx Resources Inc.,1650.44,4
Coop Ca Ecapr,1650.0,8
Sany Marine Heavy Industries Co. Lt,1649.48,42
"Toyokami Co., Ltd.",1649.1499999999999,59
San Martin Contratistas Generales S.A.,1648.36,4
Gontermann Peipers,1645.7,20
Pt Teluk Luas,1643.3,23
Chongqing Changan Automobile Co.,1641.5,6
Ovako Bar Oy Ab,1641.28,34
Gianfranco Righi Divisione Italtran,1638.14,35
Angang Group International Trade Corporation,1637.38,2
Braskem S.A. Bahia,1632.0,1
Compania Frutera Del Norte S.A.,1627.6399999999999,41
Dodaac Cage Mmk715,1626.16,33
"Funai Electric Co., Ltd.",1625.68,10
Deep Blue,1625.04,74
Alstom Transport India Ltd.,1622.76,14
"Sbt Co., Ltd.",1622.58,1269
Linha Atual Industries E Com. De Madeiras,1616.9,5
Deckel Maho Pfronten Gmb H,1616.4,46
Dodaac Md0411,1616.09,12
Logimpex Cargo S.A.S.,1614.84,14
"Hyupjin Shipping Co., Ltd.",1614.82,2
"Harris Freeman Vietnam Co., Ltd.",1609.73,63
Alleima Cz Spol. S R.O.,1608.28,8
Shanghai Prime Metal Trading,1607.77,1
Komori Corporation,1606.22,20
Del Monte Fresh Produce (Chile) S.A,1603.75,15
"Ares Merchants Pte., Ltd.",1599.99,1
"Taizhou Heao Imp. & Exp. Co., Ltd.",1599.37,7
Borsig Process Heat Exchanger Gmb H,1598.72,8
Cigisped Middle East Llc,1598.6,9
Hitachi Energy Spain S A U,1596.51,7
Providence Exp. S.A,1595.45,40
Marukai Corporation,1594.7,24
Pbbpolisur Srl,1591.57,1
Steel Depot Trading Inc.,1578.74,4
"Taewoong Logistics Co., Ltd.",1575.72,4
Siemens Energy Trnsformers Srl .,1568.25,26
Rocsa Colombia S.A.,1566.94,2
"Bumhan Vina Heavy Industries Co., Ltd.",1566.82,3
Ergon West Virginia Inc.,1562.46,6
W5859 X,1561.12,12
Nkg Stockler Ltda,1555.6999999999998,8
"Shandong Innta Steel Co., Ltd.",1555.03,8
"Bio Pharma Laboratories Pvt., Ltd.",1554.44,79
Lankhorst Euronete Portugal Sa,1554.06,2
Pt. Aneka Bumi Pratama,1554.03,30
Dmg Mori Seebach Gmb H,1553.97,97
Axopar Boats Poland Sp. Z.O.O,1553.32,98
Aperam Stainless Belgium Nv Sa,1552.36,58
Dodaac Cage Mx0131,1550.55,22
Tsea Transformadores E Servicos,1550.42,10
Kib Plug Energy,1550.0800000000002,5
Rio Verde Industria De Gorduras E,1548.23,1
Wheaton Grain Inc.,1544.54,7
Forgital Dembiermont,1542.99,52
Faros Industries De Farinha De,1541.0,1
"World Sugar Exp. Co., Ltd.",1529.4,1
"Pomina Flat Steel Co., Ltd.",1528.1599999999999,9
Servicios Multimodales Del Golfo,1526.74,28
"T.I.S.S. Co., Ltd.",1526.2,1
Empresas Lourdes S.A.,1515.77,34
Stellantis Auto Sas,1514.2199999999998,4
Tbea Shenyang Transformer Group,1513.81,4
Ksl Exp. Trading,1510.3,1
Metal One (Tianjin) Commerce Co. L,1507.22,2
W. Pilling Riepe Gmb H & Co. Kg,1504.52,28
Ton Yi Industrialcorp,1503.26,1
Stavian Industrial Metal Joint,1503.21,1
Adroit Overseas Enterprises Ltd.,1502.76,11
"Star Grace Mining Co., Ltd.",1502.4,2
"Davey Japan Co., Ltd.",1502.39,299
Manitowoc Crane Group France S.A.S.,1501.73,58
"Base Globe Trade Pte., Ltd.",1500.0,1
Z Inc. International S.A.,1500.0,3
Heneken Alloys And Minerals Sa,1500.0,1
"Kato Works Co., Ltd.",1499.5,33
"Yichang Marine Diesel Engine Co., Ltd.",1497.68,55
Mertech Marine (Pty) ) ) Ltd.,1497.45,1
L & T House,1494.85,3
K Steel Corp.,1492.6100000000001,11
Siemens Energy Brasil Ltda,1492.02,9
Ns Bluescope Vietnam Ltd.,1491.57,1
Quang Minh Coffee Trading Joint Sto,1490.8600000000001,12
New Globe Trading,1490.18,211
Turboden Srl,1485.96,2
Seat Sa On Belhalf Of Audi Ag,1480.52,18
Siemens Energy S.A.S,1480.1,15
Rucaray S.A.,1479.53,58
Fr. Meyer's Sohn (Switzerland) Ltd.,1473.48,4
Tung Ho Steel Enterprise Corp.,1472.61,1
Market Demand Fruits (Pty) ) Ltd.,1470.14,28
Cp Intertrade,1465.66,2
Compensados Fuck Ltda,1463.5,5
Casale Sa,1461.25,5
Arc Ukroliyaprodukt,1457.85,7
Boa Esperanca Industries E Com De Mad Ltda,1457.26,4
Mitsubishi Heavy Industries Compres,1456.08,9
Meever & Meever,1454.07,3
"Yuen Chang Stainless Steel Co., Ltd.",1452.84,2
"Tjyct Steel Co., Ltd.",1451.7800000000002,4
"Shenzhen Yingyi Trading Co., Ltd.",1450.0,1
Wartisle Finland Oy Energy,1447.08,2
Hoa Sengroup,1446.88,2
Echan International Trade Co.,1445.76,2
Usina Central Mata Sul,1445.38,2
"Nissanmotor Co., Ltd.",1444.78,12
Servicios De Elevacion Y Transporte,1444.26,2
"Senri Co., Ltd.",1442.23,3
"Metso Outotec New Material Technology (Shanghai) Co., Ltd.",1439.56,1
"Osaka Soda Co., Ltd. Tokyo Branch",1438.94,4
As Manutention,1438.8600000000001,14
Autocom Japan Inc.,1438.63,315
"Mt Co., Ltd.",1437.5,15
Govlog,1437.24,530
Tccsteel,1436.48,2
Nlmk Dansteel A S,1435.71,17
Iveco S.P.A.,1433.54,113
Pt . Gunung Raja Paksi Jl,1433.46,1
Pt Kirana Windu,1431.8700000000001,15
Abb Motors A.B.,1429.13,40
Robertson And Caine (Pty) ) Ltd.,1428.71,72
Fasa Comercial Exportadora Ltd.,1427.81,1
Parallloy Ltd.,1421.08,6
Upc Technology Corporation,1418.23,1
Loesche Gmb H,1416.25,9
"Nikkyo Co., Ltd.",1416.21,887
Milestone Holdings,1416.0,8
New World Global Llc,1413.42,1
Mafi Transport Systeme Gmb H,1408.25,34
"Shanxi Taigang Stainless Steel Co., Ltd.",1408.04,10
Regent Seven Seas,1404.43,322
Tong Le International Trading Co.,1403.8,3
Yingkou Shengcheng International,1402.8,1
Yingkou Shengcheng Intern'l Trading,1402.8,1
Compania Frutera Santa Maria S.A.,1401.18,40
Tcc Steel,1397.9099999999999,2
Millar Tractors Ltd.,1397.16,54
Dynapac Brasil Industria E Comercio Ltda.,1397.06,48
Del Trading Inc. East 719 Hanshin,1396.08,6
Illovo Sugar (South Africa) Ltd.,1395.94,9
Diageo,1394.88,37
"Anhui Jianghuai Automobile Co., Ltd.",1387.56,6
"Ohyama Co., Ltd.",1385.22,11
Dts Inc.,1380.4,7
"Hiho Light Metal Co., Ltd.",1379.19,5
Odfjell Tankers As,1378.69,229
Mitsubishi Heavy Industries Ltd.,1377.0,21
Db Thor,1375.29,1
Industeel France,1375.2,38
Ocean Blacklion,1374.5600000000002,3
Bkl Baukran Logistik Gmb H,1373.04,9
"Threeway Steel Co., Ltd.",1371.36,2
Kgl (Kul) Sdn Bhd.,1371.35,2
Huantie (Ningxia) New Materials Tech,1371.26,8
Zalar Fresh,1369.1599999999999,24
Cld Fencing Systems,1368.02,31
Tmeic Japan,1367.26,25
Lincs Machinery Sales,1364.72,34
"Paarang Co., Ltd.",1364.36,11
Erhardt Projects Sl,1364.25,5
Tomoe Engineering Co.,1357.51,5
Linqing Hengtai Metal Materials Co.,1356.46,2
Alberta Pacific Forest Industries,1354.76,10
Ed&F Man Volcafe Brasil Ltda,1350.43,20
Prince Minerals Sa (Pty) Ltd.,1350.0,1
Shanghai Zhanxi Intelligent,1349.64,16
W80 Ecz,1346.21,41
Hyundai Corp. Europe Gmb H,1344.95,6
"Cryolor Asia Pacific Pvt., Ltd.",1342.6,14
Cnood Asia Ltd.,1340.23,4
Shyam Ferro Alloys Ltd.,1340.0,7
Kronospan Osb Sp. Z O.O.,1337.88,1
Louis Dreyfus Co. Vietnam Tradi,1332.8799999999999,11
"Kia India Pvt., Ltd.",1329.53,117
Bergmann Maschinenbau Gmb H Co Kg,1324.27,57
Jouma Pack,1323.92,13
Hitachi Energy Brasil Ltda,1321.08,8
Cmb Pc Via Ocean Sas,1320.0,8
Flow Control Ltd.,1319.66,10
Madesonda Industria E Comercio De M,1318.6599999999999,2
Hangzhou Fortune Gas Cryogenic,1316.6,3
Subsea Vison,1315.7,27
Spe Epp Ii Centrans Electrical Ltda,1311.4199999999998,12
Hesteel Group Hengshui Strip,1304.6599999999999,2
Young Poong Corp.,1302.64,1
Wrs Hull Uk Ltd.,1302.52,22
Jindal Saw Ltd.,1302.34,5
Palm Oleo Sdn Bhd,1300.94,1
Ante Gmb H Co Kg Im,1300.11,1
Balk Yacht Management Ltd.,1300.0,4
Imerys Glomel,1300.0,1
"Changshin Steel Co., Ltd.",1299.6399999999999,13
Zihuatanejo Do Brasil Acucar E Alco,1295.0,1
Marmolis Dogaltas San. Ve Tic. A.S.,1295.0,1
"Katagiri Trading Co., Ltd.",1294.76,57
Hitachi Energy Canada Inc.,1294.16,2
Mitsubishi Chemical Engineering Cor,1290.3400000000001,10
Norddeutsche Seekabelwerke Gmb H,1289.04,6
Gebr. Heller Maschinenfabrik Gmb H,1288.15,54
Navsta Rota Spain N62863,1288.0,1
Uluslar Arasi Mad Ins Tar Ve Hay,1285.0,1
Inversiones Moncuri S.A.,1281.75,20
"Dalian Meihai Minerals Co., Ltd.",1277.25,4
Frutera Aguas Blancas Ltda,1276.89,27
Haicheng No.2 Talc Powder Factory,1275.59,1
"Ck Solution Co., Ltd.",1270.72,26
"Lee Rubber Co Pte., Ltd. Bukit",1270.36,7
Cnhi International,1268.6,36
Jiangsu A Jin Automotives Parts Co.,1266.54,1
Alken Maes Nv,1266.14,10
Changshu Longte International,1262.81,6
Murray Design & Engineering Ltd.,1262.22,35
Dlan Services Ltd.,1261.01,53
Buhlmann Rohr Fittings Stahlhandel,1260.56,14
Enercon Gmb H,1260.3700000000001,2
China Resources Chemical Innovative,1259.54,2
Grabya Srl,1258.56,3
Portama S.A.,1256.0,12
Adige Sp A,1255.31,32
Woodfield Baler Sp A Re Parts & Farm,1253.98,60
Tld Europe,1252.48,58
"Von Bundit International Co., Ltd.",1250.82,11
Dodaac Cage H0 K90,1250.2,5
Exportadora Fruta Austral Ltda.,1248.74,49
Mitsubishi Fuso Truck & Bus Corporation,1247.6,52
"J2 K Global Co., Ltd.",1246.4099999999999,3
Valmet Technologies,1246.18,19
Mtp Marine Ltd.,1242.0,6
Ocean Cable Solutions B.V.,1242.0,4
P & P Moveis E Confeccoes Ltda,1239.6,2
Tianjin Jinrun International Cargo,1239.52,2
"Tianjin Tianduan Press Co., Ltd.",1235.54,2
"Tgs Pipe Co., Ltd.",1234.71,30
Sandvik,1232.08,28
Man Energy Solutions Se,1232.04,14
Samsung C And Tcorporation,1231.68,6
"Cs Bearing Vietnam Co., Ltd.",1229.02,13
Primetals Technologies Germany Gmb H,1228.86,6
China Tianjin Heavy Industries Co L,1228.66,25
Ford Werke Gmb H For The,1224.65,29
Araguaia Industria Oleos E Prot S.A,1218.66,1
0082 Av Hhc Hhc Combat Avn,1218.28,53
Siempelkamp Giesserei Gmb H,1218.16,5
F. Zimmermann Gmb H,1216.74,18
Diversified International Transportation,1216.65,5
Doosan Enerbility,1216.01,3
Nguyen Minh Steel Group Joint Stock,1213.88,12
Zhoingtian Technology,1210.04,2
Bonatti Sp A,1209.3,14
"Nmt Shipping Pvt., Ltd.",1209.26,36
Casagrande Sp A,1206.4,31
Herrenknecht Ag Tunnel,1205.78,6
Winners Logics.Co. Ltd.,1204.31,10
Sociedad Agricola Cerro Campanario Ltda.,1204.3,12
Bollegraaf Recycling Machinery,1202.42,26
Brand Equipment B.V.,1199.2,35
Comptoir Euriental,1198.6,4
Lasco Umformtechnik Gmb H,1198.28,9
Comptoir Euriental Gida Tarim Urunl,1197.5,2
Hyosung Chemical Corp.,1196.6599999999999,3
0001 Cs Hhc Alasad Athp Iq,1195.6399999999999,14
W9053 Z,1195.37,19
Surtep Enterprises,1192.0,45
Wisco Group Xingyang Heavy,1190.81,2
Deepwater Atlas,1190.27,19
Hk Wanlong Industries Ltd.,1189.96,2
Crown Champion International Pte Lt,1186.58,3
0000 Hq Hhb Co B Intel And,1186.19,20
Fb4811 380 Elrs Lgrddc,1185.39,26
Cuel Ltd.,1184.59,4
Binderholz Bausysteme Gmb H,1182.1599999999999,4
Trioliet Bv,1180.64,71
Gerdau Summit Acos Fundidos E,1180.59,22
"Hk Power Co., Ltd.",1179.72,4
"Morooka Co., Ltd.",1178.94,43
Samsungc And T Corp.,1178.76,8
"(Sh) Nissan Motor Co., Ltd.",1177.02,2
Skn Caribecafe Ltda.,1172.01,17
(Exporter Id 796685956 Rm0001),1171.15,4
Raj Engineering Co Linde Engineerin,1170.3,4
Temas Industriales Sa,1169.55,1
Santos Ltd.,1167.34,2
Brasnile Industrial Ltda,1167.2,11
Caribbean Voyager,1166.46,32
Tmeic Corp.,1166.24,35
Canapolis Acucar & Etanol Sa,1164.95,1
Zent S.A.,1164.62,32
Atlas Fresh Sp A,1160.91,20
Casele Sa Via,1159.9,2
"Taihan Electric Wire Co., Ltd.",1154.4,2
Liebherr Exp. Ag,1151.23,23
Shell Canada,1150.0,1
Mercaoleo Sl,1148.81,5
Idra Srl .,1147.5,6
"J. And M. Shipping Co., Ltd.",1144.0,6
"Y T Rubber Co., Ltd.",1143.79,11
Gsn International Ltd.,1143.42,5
Desdobramento De Madeiras Santa,1142.3200000000002,2
Togo Organics Naturals Sarl U,1140.39,6
Wolffkran International Ag,1140.04,19
Walzengiesserei Coswig Gmb H,1139.9,13
Flm Sa ( (Pty) ) ) Ltd. T A Fvc Internat,1138.46,20
Viking Malt A S,1137.24,8
"Daming Heavy Industries Co., Ltd.",1134.17,23
Hyosung Tnc Corporation.,1132.76,4
Compensados E Laminados Lavrasul Sa,1130.0,6
"Hangzhou Jiahang Trading Co., Ltd.",1124.42,2
Jose Minetti & Cia Ltda Saci,1124.17,2
Jmie,1123.8,20
Onesubsea Do Brasil Servicos Submarinos Ltda,1121.32,20
Tadano Ltd.,1119.64,23
Sucden Colombia Sas,1117.02,22
Sandvik Ltd.,1104.5,25
Idesa Fabrications Sa,1103.38,2
Hq Hsc Mco Malaysia,1100.36,24
Taiyo Nippon Sanso Corp.,1100.16,7
Olympic Challenger,1097.71,24
Molenbergnatie N.V.,1097.52,7
Zoomlion International Trading (Hk),1097.34,10
Beck Pack Systems Inc.,1096.6200000000001,20
"Sennebogen Pte., Ltd. Asia Pacific",1095.96,34
